Old Index,Gene,Entrez ID,Image Series URL,Used in analysis?,ID
460,BC052328,223433,BC052328/74819326.html,1,74819326
461,BC053994,241694,BC053994/77340462.html,1,77340462
462,BC054438,407831,BC054438/73769320.html,1,73769320
463,BC056349,269152,BC056349/71717582.html,1,71717582
464,BC057022,433940,BC057022/72077480.html,1,72077480
465,BC059842,230676,BC059842/1446.html,1,1446
466,BC060632,244654,BC060632/77332715.html,1,77332715
467,BC062109,231503,BC062109/77340478.html,1,77340478
468,BC094274,227717,BC094274/75041585.html,1,75041585
469,Bcan,12032,Bcan/154.html,1,154
470,Bcap29,12033,Bcap29/104826.html,1,104826
471,Bcar3,29815,Bcar3/77371769.html,1,77371769
472,Bcat1,12035,Bcat1/71016665.html,1,71016665
473,Bckdhb,12040,Bckdhb/71836890.html,1,71836890
474,Bcl11a,14025,Bcl11a/71836837.html,1,71836837
475,Bcl2l12,75736,Bcl2l12/71064289.html,1,71064289
476,Bcl6,12053,Bcl6/75651139.html,1,75651139
477,Bcl7b,12054,Bcl7b/1601.html,1,1601
478,Bdh2,69772,Bdh2/70806049.html,1,70806049
479,Bdnf,12064,Bdnf/79587720.html,1,79587720
480,Bhlhb2,20893,Bhlhb2/356488.html,1,356488
481,Bhlhb3,79362,Bhlhb3/73521802.html,1,73521802
482,Bhlhb5,59058,Bhlhb5/1162.html,1,1162
483,Bhlhb9,70237,Bhlhb9/74274689.html,1,74274689
484,Blcap,53619,Blcap/71016617.html,1,71016617
485,Blnk,17060,Blnk/74819692.html,1,74819692
486,Bmp3,110075,Bmp3/72472749.html,1,72472749
487,Bmp7,12162,Bmp7/2065.html,1,2065
488,Bnc2,242509,Bnc2/73636164.html,1,73636164
489,Bnip3,12176,Bnip3/75077193.html,1,75077193
490,Boc,117606,Boc/74819594.html,1,74819594
491,Bok,51800,Bok/71064032.html,1,71064032
492,Brd8,78656,Brd8/1673.html,1,1673
493,Brunol4,108013,Brunol4/73592527.html,1,73592527
494,Brunol6,76183,Brunol6/71358616.html,1,71358616
495,Bsdc1,100383,Bsdc1/74988722.html,1,74988722
496,Bsg,12215,Bsg/166.html,1,166
497,Bsn,12217,Bsn/73992923.html,1,73992923
498,Btbd11,74007,Btbd11/73769325.html,1,73769325
499,Btbd14a,67991,Btbd14a/70743871.html,1,70743871
500,Btg1,12226,Btg1/73718576.html,1,73718576
501,Btg2,12227,Btg2/72283802.html,1,72283802
502,Btrc,12234,Btrc/74047905.html,1,74047905
503,Bzw1,66882,Bzw1/324215.html,1,324215
504,C030002O17Rik,14401,C030002O17Rik/76115725.html,1,76115725
505,C030003D03Rik,77220,C030003D03Rik/79591403.html,1,79591403
507,C030034I22Rik,77533,C030034I22Rik/72472751.html,1,72472751
508,C130018E23Rik*,0,C130018E23Rik*/75144623.html,1,75144623
509,C130021I20Rik,329385,C130021I20Rik/74511997.html,1,74511997
510,C130034I18Rik,320701,C130034I18Rik/72472752.html,1,72472752
511,C130038G02Rik,77521,C130038G02Rik/70431434.html,1,70431434
512,C130060K24Rik,243407,C130060K24Rik/1164.html,1,1164
513,C130076O07Rik,319504,C130076O07Rik/172.html,1,172
514,C130090K23Rik,231293,C130090K23Rik/74819236.html,1,74819236
515,C130096N06Rik,108686,C130096N06Rik/73635978.html,1,73635978
516,C1qa,12259,C1qa/77371775.html,1,77371775
517,C1qc,12262,C1qc/77340474.html,1,77340474
518,C1ql2,226359,C1ql2/71587929.html,1,71587929
519,C1qtnf3,81799,C1qtnf3/75041550.html,1,75041550
520,C1r,50909,C1r/70813896.html,1,70813896
521,C230030N03Rik,241052,C230030N03Rik/73992924.html,1,73992924
522,C230040D10Rik,244281,C230040D10Rik/73520969.html,1,73520969
523,C230081A13Rik,244895,C230081A13Rik/73931624.html,1,73931624
524,C230095G01Rik,319776,C230095G01Rik/73992925.html,1,73992925
525,C330005M16Rik,101744,C330005M16Rik/74272930.html,1,74272930
526,C4b,12268,C4b/74047758.html,1,74047758
527,C530008M17Rik,320827,C530008M17Rik/75080646.html,1,75080646
528,C630002B14Rik,103466,C630002B14Rik/73992926.html,1,73992926
529,C630035N08Rik,109349,C630035N08Rik/73520970.html,1,73520970
530,C630041L24Rik,78709,C630041L24Rik/72129253.html,1,72129253
531,C78409,216441,C78409/74273116.html,1,74273116
532,C79267,212632,C79267/322962.html,1,322962
533,C85492,215494,C85492/74658171.html,1,74658171
534,Cab39l,69008,Cab39l/77371789.html,1,77371789
535,Cables2,252966,Cables2/72339555.html,1,72339555
536,Cabp7,192650,Cabp7/73930835.html,1,73930835
537,Cacna1e,12290,Cacna1e/74988669.html,1,74988669
538,Cacna1g,12291,Cacna1g/71587822.html,1,71587822
539,Cacna1i,239556,Cacna1i/74512007.html,1,74512007
540,Cacna2d1,12293,Cacna2d1/72119649.html,1,72119649
541,Cacna2d2,56808,Cacna2d2/72119650.html,1,72119650
542,Cacna2d3,12294,Cacna2d3/79591395.html,1,79591395
543,Cacnb2,12296,Cacnb2/72119651.html,1,72119651
544,Cacnb3,12297,Cacnb3/70560340.html,1,70560340
545,Cacnb4,12298,Cacnb4/1679.html,1,1679
546,Cacng3,54376,Cacng3/73615560.html,1,73615560
547,Cacng4,54377,Cacng4/72119652.html,1,72119652
548,Cacng5,140723,Cacng5/70560341.html,1,70560341
549,Cacng8,81905,Cacng8/72108823.html,1,72108823
550,Cadps,27062,Cadps/72119581.html,1,72119581
551,Cadps2,320405,Cadps2/73817429.html,1,73817429
552,Cage1,71213,Cage1/72472771.html,1,72472771
553,Calb1,12307,Calb1/79556672.html,1,79556672
554,Calb2,12308,Calb2/79556662.html,1,79556662
555,Calca,12310,Calca/79587715.html,1,79587715
556,Calcr,12311,Calcr/75080999.html,1,75080999
557,Calcrl,54598,Calcrl/74988670.html,1,74988670
558,Calm1,12313,Calm1/179.html,1,179
559,Calm2,12314,Calm2/182.html,1,182
560,Calml3,70405,Calml3/79490064.html,1,79490064
561,Camk1d,227541,Camk1d/73992927.html,1,73992927
562,Camk1g,215303,Camk1g/70743868.html,1,70743868
563,Camk2a,12322,Camk2a/79490122.html,1,79490122
564,Camk2d,108058,Camk2d/71016676.html,1,71016676
565,Camk2g,12325,Camk2g/189.html,1,189
566,Camk4,12326,Camk4/75038464.html,1,75038464
567,Camkk2,207565,Camkk2/70743899.html,1,70743899
568,Cap1,12331,Cap1/323396.html,1,323396
569,Capn2,12334,Capn2/73817430.html,1,73817430
570,Capns1,12336,Capns1/75934915.html,1,75934915
571,Capsl,75568,Capsl/75079776.html,1,75079776
572,Car10,72605,Car10/71587832.html,1,71587832
573,Car12,76459,Car12/72081406.html,1,72081406
574,Car2,12349,Car2/72103831.html,1,72103831
575,Car4,12351,Car4/70928238.html,1,70928238
576,Car7,12354,Car7/74511736.html,1,74511736
577,Car8,12319,Car8/191.html,1,191
578,Card15,257632,Card15/75038483.html,1,75038483
579,Carhsp1,52502,Carhsp1/73512493.html,1,73512493
580,Cart,27220,Cart/72077479.html,1,72077479
581,Casc1,320662,Casc1/75038484.html,1,75038484
582,Casq2,12373,Casq2/76115726.html,1,76115726
583,Casr,12374,Casr/72338697.html,1,72338697
584,Cbln2,12405,Cbln2/70231306.html,1,70231306
585,Cbln4,228942,Cbln4/72283804.html,1,72283804
586,Cbx5,12419,Cbx5/198.html,1,198
587,Ccbp2,59289,Ccbp2/74724637.html,1,74724637
588,Ccdc109b,66815,Ccdc109b/72129249.html,1,72129249
589,Ccdc3,74186,Ccdc3/75651160.html,1,75651160
590,Ccdc37,243538,Ccdc37/74581372.html,1,74581372
591,Ccdc49,67480,Ccdc49/73929874.html,1,73929874
592,Ccdc65,105833,Ccdc65/74724776.html,1,74724776
593,Ccdc91,67015,Ccdc91/74818623.html,1,74818623
594,Cck,12424,Cck/77869074.html,1,77869074
595,Cckar,12425,Cckar/203.html,1,203
596,Cckbr,12426,Cckbr/70560342.html,1,70560342
597,Ccng1,12450,Ccng1/324210.html,1,324210
598,Ccni,12453,Ccni/74988529.html,1,74988529
599,Ccnl2,56036,Ccnl2/211.html,1,211
600,Ccr1,12768,Ccr1/73718058.html,1,73718058
601,Cct2,12461,Cct2/356082.html,1,356082
602,Cct8,12469,Cct8/2079.html,1,2079
603,Cd109,235505,Cd109/73931384.html,1,73931384
604,Cd200,17470,Cd200/71358579.html,1,71358579
605,Cd24a,12484,Cd24a/79591541.html,1,79591541
606,Cd34,12490,Cd34/74047898.html,1,74047898
607,Cd4,12504,Cd4/74819249.html,1,74819249
608,Cd47,16423,Cd47/357100.html,1,357100
609,Cd59a,12509,Cd59a/73992928.html,1,73992928
611,Cd63,12512,Cd63/73992715.html,1,73992715
612,Cd81,12520,Cd81/226.html,1,226
613,Cd8b1,12526,Cd8b1/73732149.html,1,73732149
614,Cd9,12527,Cd9/73520971.html,1,73520971
616,Cda,72269,Cda/74425539.html,1,74425539
617,Cdc25b,12531,Cdc25b/74274686.html,1,74274686
618,Cdc42ep1,104445,Cdc42ep1/70814345.html,1,70814345
619,Cdca2,108912,Cdca2/73520972.html,1,73520972
620,Cdgap,12549,Cdgap/73512366.html,1,73512366
621,Cdh10,320873,Cdh10/73592529.html,1,73592529
622,Cdh13,12554,Cdh13/79490066.html,1,79490066
623,Cdh15,12555,Cdh15/77869780.html,1,77869780
624,Cdh2,12558,Cdh2/79556666.html,1,79556666
625,Cdh24,239096,Cdh24/70231307.html,1,70231307
626,Cdh3,12560,Cdh3/1337.html,1,1337
627,Cdh7,241201,Cdh7/73520973.html,1,73520973
628,Cdh8,12564,Cdh8/79568026.html,1,79568026
629,Cdh9,12565,Cdh9/72472764.html,1,72472764
630,Cdk5,12568,Cdk5/244.html,1,244
631,Cdk8,264064,Cdk8/75147769.html,1,75147769
632,Cdkn1a,12575,Cdkn1a/2085.html,1,2085
634,Cdkn2b,12579,Cdkn2b/1476.html,1,1476
635,Cdkn2d,12581,Cdkn2d/1603.html,1,1603
636,Cdr2,12585,Cdr2/73992716.html,1,73992716
637,Cds1,74596,Cds1/72103808.html,1,72103808
638,Cds2,110911,Cds2/250.html,1,250
639,Cdyl2,75796,Cdyl2/74641321.html,1,74641321
640,Ceacam14,67084,Ceacam14/75080228.html,1,75080228
642,Cebpd,12609,Cebpd/76115722.html,1,76115722
643,Celsr3,107934,Celsr3/74724639.html,1,74724639
644,Cenpf,108000,Cenpf/1631.html,1,1631
645,Centg3,213990,Centg3/2089.html,1,2089
646,Cep78,208518,Cep78/322963.html,1,322963
647,Cer1,12622,Cer1/2091.html,1,2091
648,Cerk,223753,Cerk/72472765.html,1,72472765
649,Cgnl1,68178,Cgnl1/72008123.html,1,72008123
650,Chat,12647,Chat/252.html,1,252
651,Chchd2,14004,Chchd2/74272036.html,1,74272036
652,Chchd3,66075,Chchd3/67870084.html,1,67870084
653,Chd5,269610,Chd5/72283806.html,1,72283806
654,Chd6,71389,Chd6/77340492.html,1,77340492
655,Chd7,320790,Chd7/71836884.html,1,71836884
656,Chgb,12653,Chgb/70743886.html,1,70743886
657,Chml,12663,Chml/74047442.html,1,74047442
658,Chn1,108699,Chn1/73718053.html,1,73718053
659,Chn2,69993,Chn2/74881162.html,1,74881162
660,Chrd,12667,Chrd/257.html,1,257
661,Chrm1,12669,Chrm1/73907497.html,1,73907497
662,Chrm3,12671,Chrm3/79912556.html,1,79912556
663,Chrm4,12672,Chrm4/79591641.html,1,79591641
664,Chrna1,11435,Chrna1/75551465.html,1,75551465
665,Chrna2,110902,Chrna2/75551460.html,1,75551460
666,Chrna4,11438,Chrna4/1173.html,1,1173
667,Chrna5,110835,Chrna5/75826567.html,1,75826567
668,Chrna6,11440,Chrna6/75651213.html,1,75651213
669,Chrna7,11441,Chrna7/74511738.html,1,74511738
670,Chrna9,231252,Chrna9/75826568.html,1,75826568
671,Chrnb2,11444,Chrnb2/2097.html,1,2097
673,Chst1,76969,Chst1/71836872.html,1,71836872
674,Chst10,98388,Chst10/74657931.html,1,74657931
675,Chst11,58250,Chst11/73931625.html,1,73931625
676,Chuk,12675,Chuk/1685.html,1,1685
677,Chx10,12677,Chx10/1687.html,1,1687
678,Cib2,56506,Cib2/71836803.html,1,71836803
679,Cidea,12683,Cidea/73992929.html,1,73992929
681,Cited1,12705,Cited1/74641326.html,1,74641326
682,Ckap2,80986,Ckap2/74363353.html,1,74363353
683,Ckb,12709,Ckb/70927826.html,1,70927826
684,Ckm,12715,Ckm/76115727.html,1,76115727
685,Cks2,66197,Cks2/74512038.html,1,74512038
686,Clca1,12722,Clca1/2105.html,1,2105
687,Clca2,80797,Clca2/70301278.html,1,70301278
688,Clcn5,12728,Clcn5/75749741.html,1,75749741
689,Cldn1,12737,Cldn1/70612723.html,1,70612723
690,Cldn12,64945,Cldn12/2107.html,1,2107
691,Cldn5,12741,Cldn5/79490120.html,1,79490120
693,Clgn,12745,Clgn/74425567.html,1,74425567
694,Clic1,114584,Clic1/67809267.html,1,67809267
695,Clic4,29876,Clic4/73769125.html,1,73769125
696,Clic6,209195,Clic6/1984.html,1,1984
697,Clk2,12748,Clk2/356286.html,1,356286
698,Clns1a,12729,Clns1a/67881553.html,1,67881553
699,Clock,12753,Clock/273.html,1,273
700,Clptm1,56457,Clptm1/544901.html,1,544901
701,Clptm1l,218335,Clptm1l/1675.html,1,1675
702,Clstn2,64085,Clstn2/73636091.html,1,73636091
703,Clta,12757,Clta/74819690.html,1,74819690
704,Clu,12759,Clu/79490114.html,1,79490114
705,Cmbl,69574,Cmbl/1651.html,1,1651
706,Cmklr1,14747,Cmklr1/72340129.html,1,72340129
707,Cmtm3,68119,Cmtm3/2099.html,1,2099
708,Cmtm4,97487,Cmtm4/2101.html,1,2101
709,Cnih2,12794,Cnih2/2109.html,1,2109
710,Cnnm1,83674,Cnnm1/73992930.html,1,73992930
711,Cnnm2,94219,Cnnm2/74581378.html,1,74581378
712,Cnot7,18983,Cnot7/321203.html,1,321203
713,Cnp1,12799,Cnp1/1175.html,1,1175
714,Cnr1,12801,Cnr1/79591675.html,1,79591675
715,Cnr2,12802,Cnr2/2111.html,1,2111
716,Cntn1,12805,Cntn1/414.html,1,414
717,Cntn3,18488,Cntn3/79591567.html,1,79591567
718,Cntn4,269784,Cntn4/73992718.html,1,73992718
719,Cntn6,53870,Cntn6/74882147.html,1,74882147
720,Cntnap1,53321,Cntnap1/73992931.html,1,73992931
721,Cntnap2,66797,Cntnap2/544712.html,1,544712
722,Cntnap3,238680,Cntnap3/71924451.html,1,71924451
723,Cntnap4,170571,Cntnap4/70928361.html,1,70928361
724,Coch,12810,Coch/71717614.html,1,71717614
726,Col12a1,12816,Col12a1/73817431.html,1,73817431
727,Col14a1,12818,Col14a1/74658056.html,1,74658056
728,Col16a1,107581,Col16a1/74273122.html,1,74273122
729,Col18a1,12822,Col18a1/287.html,1,287
730,Col19a1,12823,Col19a1/74658066.html,1,74658066
731,Col23a1,237759,Col23a1/73636092.html,1,73636092
732,Col24a1,71355,Col24a1/73636093.html,1,73636093
733,Col25a1,77018,Col25a1/71924301.html,1,71924301
734,Col4a2,12827,Col4a2/73592540.html,1,73592540
735,Col5a1,12831,Col5a1/75147768.html,1,75147768
736,Col5a2,12832,Col5a2/71016666.html,1,71016666
737,Col5a3,53867,Col5a3/74272917.html,1,74272917
738,Col6a1,12833,Col6a1/290.html,1,290
739,Col6a2,12834,Col6a2/1177.html,1,1177
740,Col6a3,12835,Col6a3/75081393.html,1,75081393
741,Col9a1,12839,Col9a1/71064061.html,1,71064061
742,Col9a2,12840,Col9a2/74750022.html,1,74750022
743,Copa,12847,Copa/1689.html,1,1689
744,Copb2,50797,Copb2/1341.html,1,1341
745,Copg,54161,Copg/67779873.html,1,67779873
746,Cops4,26891,Cops4/74882166.html,1,74882166
747,Cops7b,26895,Cops7b/356493.html,1,356493
748,Copz2,56358,Copz2/275874.html,1,275874
749,Coro2b,235431,Coro2b/72077454.html,1,72077454
750,Coro6,216961,Coro6/77280432.html,1,77280432
751,Cox4i1,12857,Cox4i1/73992933.html,1,73992933
752,Cox6a2,12862,Cox6a2/71836876.html,1,71836876
753,Cox6c,12864,Cox6c/74641307.html,1,74641307
754,Cpe,12876,Cpe/1691.html,1,1691
755,Cpeb1,12877,Cpeb1/72472770.html,1,72472770
756,Cplx1,12889,Cplx1/67752308.html,1,67752308
757,Cplx3,235415,Cplx3/70928340.html,1,70928340
758,Cpne2,234577,Cpne2/70743844.html,1,70743844
759,Cpne3,70568,Cpne3/74988745.html,1,74988745
760,Cpne5,240058,Cpne5/544709.html,1,544709
761,Cpne6,12891,Cpne6/73769322.html,1,73769322
762,Cpne7,102278,Cpne7/73817432.html,1,73817432
763,Cpne8,66871,Cpne8/73520974.html,1,73520974
764,Cpt1a,12894,Cpt1a/1478.html,1,1478
765,Cpt1c,78070,Cpt1c/2117.html,1,2117
767,Creg1,433375,Creg1/73931627.html,1,73931627
768,Creg2,263764,Creg2/74882195.html,1,74882195
769,Crhr1,12921,Crhr1/297.html,1,297
770,Crhr2,12922,Crhr2/79907934.html,1,79907934
771,Cri1,58521,Cri1/74583118.html,1,74583118
772,Crip2,68337,Crip2/70612727.html,1,70612727
773,Crispld1,83691,Crispld1/72077456.html,1,72077456
774,Crlf1,12931,Crlf1/72283808.html,1,72283808
776,Crsp7,70625,Crsp7/73992934.html,1,73992934
777,Crtac1,72832,Crtac1/75749739.html,1,75749739
778,Crtc1,382056,Crtc1/71250309.html,1,71250309
779,Cryaa,12954,Cryaa/2127.html,1,2127
780,Cs,12974,Cs/74658130.html,1,74658130
781,Csdc2,105859,Csdc2/77887884.html,1,77887884
782,Csf2rb2,12984,Csf2rb2/73992937.html,1,73992937
783,Csk,12988,Csk/75651192.html,1,75651192
784,Csnk1a1,93687,Csnk1a1/74658110.html,1,74658110
785,Cspg2,13003,Cspg2/73520975.html,1,73520975
786,Csrp1,13007,Csrp1/2129.html,1,2129
787,Csrp2bp,228714,Csrp2bp/276275.html,1,276275
788,Cst6,73720,Cst6/75041560.html,1,75041560
789,Cstb,13014,Cstb/1343.html,1,1343
790,Cstf2,108062,Cstf2/2131.html,1,2131
791,Ctbp2,13017,Ctbp2/70615583.html,1,70615583
792,Cth,107869,Cth/75042264.html,1,75042264
793,Cthrc1,68588,Cthrc1/72472772.html,1,72472772
794,Ctnna2,12386,Ctnna2/74363355.html,1,74363355
795,Ctnnb1,12387,Ctnnb1/79591729.html,1,79591729
796,Ctnnbip1,67087,Ctnnbip1/70805935.html,1,70805935
797,Ctnnd1,12388,Ctnnd1/74641320.html,1,74641320
798,Ctps,51797,Ctps/1185.html,1,1185
799,Ctsb,13030,Ctsb/67779877.html,1,67779877
800,Ctsl,13039,Ctsl/1187.html,1,1187
801,Ctss,13040,Ctss/77371797.html,1,77371797
802,Ctsw,13041,Ctsw/75041420.html,1,75041420
803,Ctsz,64138,Ctsz/71015377.html,1,71015377
804,Cul4a,99375,Cul4a/75749399.html,1,75749399
805,Cutl1,13047,Cutl1/79556618.html,1,79556618
806,Cutl2,13048,Cutl2/72128748.html,1,72128748
807,Cx3cl1,20312,Cx3cl1/2135.html,1,2135
808,Cxcl12,20315,Cxcl12/79907936.html,1,79907936
809,Cxcl13,55985,Cxcl13/74819234.html,1,74819234
810,Cxcl14,57266,Cxcl14/74272041.html,1,74272041
811,Cyb561,13056,Cyb561/71020402.html,1,71020402
812,Cyb5r1,72017,Cyb5r1/74988452.html,1,74988452
813,Cyfip1,20430,Cyfip1/74819653.html,1,74819653
814,Cygb,114886,Cygb/72103830.html,1,72103830
815,Cyhr1,54151,Cyhr1/77414565.html,1,77414565
816,Cyld,74256,Cyld/73992938.html,1,73992938
817,Cyln2,269713,Cyln2/2137.html,1,2137
818,Cyp26b1,232174,Cyp26b1/72081548.html,1,72081548
819,Cyp27a1,104086,Cyp27a1/70634300.html,1,70634300
820,Cyp2j6,13110,Cyp2j6/77278979.html,1,77278979
821,Cyp4f15,106648,Cyp4f15/1189.html,1,1189
822,Cyp4v3,102294,Cyp4v3/74882196.html,1,74882196
823,Cyp51,13121,Cyp51/75934914.html,1,75934914
824,Cyp7b1,13123,Cyp7b1/70927813.html,1,70927813
825,Cysltr1,58861,Cysltr1/75651227.html,1,75651227
826,D0H4S114,27528,D0H4S114/72472773.html,1,72472773
827,D0HXS9928E,108160,D0HXS9928E/74882206.html,1,74882206
828,D10Bwg1379e,215821,D10Bwg1379e/75988646.html,1,75988646
829,D10Ertd641e,52717,D10Ertd641e/293463.html,1,293463
830,D11Ertd333e,68066,D11Ertd333e/74988740.html,1,74988740
831,D11Ertd759e,629974,D11Ertd759e/74881365.html,1,74881365
832,D12Ertd553e,76820,D12Ertd553e/74425565.html,1,74425565
833,D130067I03Rik,210417,D130067I03Rik/71358617.html,1,71358617
834,D130073L02Rik,215999,D130073L02Rik/72472776.html,1,72472776
835,D13Bwg1146e,52882,D13Bwg1146e/73931629.html,1,73931629
836,D15Ertd785e,52683,D15Ertd785e/355887.html,1,355887
837,D15Wsu169e,223666,D15Wsu169e/73992939.html,1,73992939
838,D16H22S680E,27883,D16H22S680E/74047888.html,1,74047888
839,D18Ertd653e,52662,D18Ertd653e/73817443.html,1,73817443
840,D230050A05,208426,D230050A05/74272918.html,1,74272918
841,D330001F17Rik,223658,D330001F17Rik/73992940.html,1,73992940
842,D330017J20Rik,320609,D330017J20Rik/72283809.html,1,72283809
843,D330050I23Rik,399603,D330050I23Rik/75081395.html,1,75081395
844,D3Bwg0562e,229791,D3Bwg0562e/73992941.html,1,73992941
845,D430041D05Rik,241589,D430041D05Rik/72472777.html,1,72472777
846,D4Wsu53e,27981,D4Wsu53e/74819463.html,1,74819463
847,D630023B12Rik,329679,D630023B12Rik/74882227.html,1,74882227
848,D6Wsu176e,27999,D6Wsu176e/75259443.html,1,75259443
849,D830007F02Rik,213435,D830007F02Rik/73992942.html,1,73992942
850,D830014K04Rik*,0,D830014K04Rik*/75144655.html,1,75144655
851,D830029A09Rik,74103,D830029A09Rik/72472778.html,1,72472778
852,D830030K20Rik,320333,D830030K20Rik/73930807.html,1,73930807
853,D8Ertd82e,244418,D8Ertd82e/73931630.html,1,73931630
855,D930040M24Rik,320858,D930040M24Rik/72472779.html,1,72472779
856,D9Ertd280e,272636,D9Ertd280e/72472780.html,1,72472780
857,Daam2,76441,Daam2/74511880.html,1,74511880
858,Dab1,13131,Dab1/71924090.html,1,71924090
859,Dach1,13134,Dach1/74047769.html,1,74047769
860,Dach2,93837,Dach2/74819331.html,1,74819331
861,Dad1,13135,Dad1/74819345.html,1,74819345
862,Daf2,13137,Daf2/72472783.html,1,72472783
863,Dag1,13138,Dag1/355892.html,1,355892
865,Dapk1,69635,Dapk1/72472784.html,1,72472784
866,Darc,13349,Darc/74581383.html,1,74581383
867,Dbh,13166,Dbh/79907893.html,1,79907893
868,Dbi,13167,Dbi/71836880.html,1,71836880
869,Dbn1,56320,Dbn1/70928198.html,1,70928198
870,Dbndd2,52840,Dbndd2/45668.html,1,45668
871,Dbnl,13169,Dbnl/74819497.html,1,74819497
872,Dbp,13170,Dbp/1193.html,1,1193
873,Dbr1,83703,Dbr1/2141.html,1,2141
874,Dcamkl3,245038,Dcamkl3/72079921.html,1,72079921
875,Dcbld2,73379,Dcbld2/73992944.html,1,73992944
876,Dchs1,233651,Dchs1/72472786.html,1,72472786
877,Ddc8,58251,Ddc8/73615805.html,1,73615805
878,Ddef1,13196,Ddef1/73512377.html,1,73512377
879,Ddit4l,73284,Ddit4l/71836878.html,1,71836878
880,Ddn,13199,Ddn/73636031.html,1,73636031
881,Ddr1,12305,Ddr1/72472787.html,1,72472787
882,Ddt,13202,Ddt/75081209.html,1,75081209
884,Ddx3x,13205,Ddx3x/337.html,1,337
885,Ddx48,192170,Ddx48/2143.html,1,2143
886,Ddx5,13207,Ddx5/340.html,1,340
887,Decr1,67460,Decr1/74425550.html,1,74425550
888,Decr2,26378,Decr2/71924363.html,1,71924363
889,Defb1,13214,Defb1/73718051.html,1,73718051
890,Depdc6,97998,Depdc6/76135830.html,1,76135830
891,Dexi,58239,Dexi/73930841.html,1,73930841
892,Dgcr6,13353,Dgcr6/73592535.html,1,73592535
893,Dgkg,110197,Dgkg/343.html,1,343
894,Dgkh,380921,Dgkh/73992945.html,1,73992945
895,Dgki,320127,Dgki/74658043.html,1,74658043
896,Dhcr24,74754,Dhcr24/71016721.html,1,71016721
897,Dhdds,67422,Dhdds/70612728.html,1,70612728
899,Dhx40,67487,Dhx40/73592533.html,1,73592533
900,Dip2a,64451,Dip2a/2147.html,1,2147
901,Disp2,214240,Disp2/74511801.html,1,74511801
902,Dkk1,13380,Dkk1/2149.html,1,2149
904,Dkkl1,50722,Dkkl1/70634395.html,1,70634395
905,Dlat,235339,Dlat/70743896.html,1,70743896
906,Dlgap1,224997,Dlgap1/71924386.html,1,71924386
907,Dlgap2,244310,Dlgap2/73992720.html,1,73992720
908,Dlgh4,13385,Dlgh4/72109445.html,1,72109445
909,Dlk1,13386,Dlk1/71587885.html,1,71587885
910,Dlst,78920,Dlst/321200.html,1,321200
911,Dlx1,13390,Dlx1/348.html,1,348
912,Dlx2,13392,Dlx2/1482.html,1,1482
913,Dlx3,13393,Dlx3/350.html,1,350
914,Dlx5,13395,Dlx5/1450.html,1,1450
915,Dlx6os1,320038,Dlx6os1/2000.html,1,2000
916,Dmbx1,140477,Dmbx1/1484.html,1,1484
917,Dmp1,13406,Dmp1/74511936.html,1,74511936
918,Dmrt3,240590,Dmrt3/74819342.html,1,74819342
919,Dnahc12,110083,Dnahc12/74988273.html,1,74988273
920,Dnahc9,237806,Dnahc9/72472774.html,1,72472774
921,Dnaja4,58233,Dnaja4/70744391.html,1,70744391
922,Dnajb1,81489,Dnajb1/71836748.html,1,71836748
923,Dnajb12,56709,Dnajb12/2153.html,1,2153
924,Dnajc12,30045,Dnajc12/73718054.html,1,73718054
925,Dnajc16,214063,Dnajc16/870.html,1,870
926,Dnajc6,72685,Dnajc6/71358627.html,1,71358627
927,Dner,227325,Dner/1699.html,1,1699
928,Dnm3,103967,Dnm3/74641219.html,1,74641219
929,Dnttip1,76233,Dnttip1/73718056.html,1,73718056
930,Doc2a,13446,Doc2a/76135829.html,1,76135829
931,Doc2b,13447,Doc2b/72283810.html,1,72283810
932,Doc2g,60425,Doc2g/74881341.html,1,74881341
933,Dock10,210293,Dock10/74047443.html,1,74047443
934,Dock6,319899,Dock6/75041548.html,1,75041548
935,Dok1,13448,Dok1/75042248.html,1,75042248
936,Dok4,114255,Dok4/1486.html,1,1486
937,Donson,60364,Donson/2157.html,1,2157
938,Dopey2,70028,Dopey2/31.html,1,31
939,Dos,216164,Dos/74882515.html,1,74882515
940,Dpf3,70127,Dpf3/72129252.html,1,72129252
941,Dph2,67728,Dph2/2161.html,1,2161
942,Dpp10,269109,Dpp10/72104183.html,1,72104183
943,Dpp4,13482,Dpp4/79568049.html,1,79568049
944,Dpy19l1,244745,Dpy19l1/75042226.html,1,75042226
945,Dpy19l3,233115,Dpy19l3/71836886.html,1,71836886
946,Dpysl3,22240,Dpysl3/654928.html,1,654928
947,Dpysl4,26757,Dpysl4/1345.html,1,1345
948,Dpysl5,65254,Dpysl5/73635770.html,1,73635770
949,Drd1a,13488,Drd1a/352.html,1,352
950,Drd2,13489,Drd2/357.html,1,357
951,Drd3,13490,Drd3/75038431.html,1,75038431
953,Dscr1,54720,Dscr1/362.html,1,362
954,Dscr1l1,53901,Dscr1l1/71064278.html,1,71064278
955,Dscr6,170765,Dscr6/367.html,1,367
957,Dstn,56431,Dstn/74658076.html,1,74658076
958,Dtx1,14357,Dtx1/2167.html,1,2167
959,Dusp1,19252,Dusp1/324212.html,1,324212
960,Dusp14,56405,Dusp14/70927831.html,1,70927831
961,Dusp18,75219,Dusp18/70634129.html,1,70634129
