Old Index,Gene,Entrez ID,Image Series URL,Used in analysis?,ID
78,2810417M05Rik,68027,2810417M05Rik/73992709.html,1,73992709
79,2810426N06Rik,67607,2810426N06Rik/1466.html,1,1466
80,2810432L12Rik,67063,2810432L12Rik/75774671.html,1,75774671
81,2810439F02Rik,72747,2810439F02Rik/70743885.html,1,70743885
82,2900002G04Rik,78283,2900002G04Rik/74272052.html,1,74272052
83,2900026A02Rik,243219,2900026A02Rik/71670713.html,1,71670713
84,2900041A09Rik,72948,2900041A09Rik/74724775.html,1,74724775
85,2900042E01Rik,72927,2900042E01Rik/35.html,1,35
86,2900093B09Rik,58188,2900093B09Rik/72128753.html,1,72128753
88,3100002H09Rik*,70249,3100002H09Rik*/77340484.html,1,77340484
89,3110004L20Rik,73102,3110004L20Rik/72128754.html,1,72128754
90,3110006E14Rik,76980,3110006E14Rik/71249083.html,1,71249083
91,3110023B02Rik,67291,3110023B02Rik/1978.html,1,1978
92,3110035E14Rik,76982,3110035E14Rik/73817427.html,1,73817427
93,3110082D06Rik,73235,3110082D06Rik/74581400.html,1,74581400
94,3732412D22Rik,77569,3732412D22Rik/71249084.html,1,71249084
95,3830406C13Rik,218734,3830406C13Rik/77414919.html,1,77414919
96,4432412L15Rik,74337,4432412L15Rik/74958547.html,1,74958547
97,4631426E05Rik,66696,4631426E05Rik/75081003.html,1,75081003
98,4631426J05Rik,77590,4631426J05Rik/70613978.html,1,70613978
99,4632413K17Rik,216440,4632413K17Rik/876.html,1,876
100,4732455O04Rik*,0,4732455O04Rik*/75043137.html,1,75043137
101,4833420G17Rik,67392,4833420G17Rik/74047840.html,1,74047840
102,4921510J17Rik,70894,4921510J17Rik/72129254.html,1,72129254
103,4921511K06Rik,232664,4921511K06Rik/324214.html,1,324214
104,4921517B04Rik,70892,4921517B04Rik/72128755.html,1,72128755
105,4921517L17Rik,70873,4921517L17Rik/67779872.html,1,67779872
106,4921531P07Rik,207778,4921531P07Rik/71670715.html,1,71670715
107,4930431L04Rik,270049,4930431L04Rik/74750013.html,1,74750013
108,4930451C15Rik,74685,4930451C15Rik/74750011.html,1,74750011
109,4930473A06Rik,320226,4930473A06Rik/75080180.html,1,75080180
110,4930506M07Rik,71653,4930506M07Rik/322956.html,1,322956
111,4930516O21Rik*,0,4930516O21Rik*/75043136.html,1,75043136
112,4930544G21Rik,77629,4930544G21Rik/76085749.html,1,76085749
113,4931406I20Rik,66743,4931406I20Rik/71924364.html,1,71924364
114,4932438H23Rik,74387,4932438H23Rik/1321.html,1,1321
115,4933403F05Rik,108654,4933403F05Rik/74819246.html,1,74819246
116,4933403M22Rik,74071,4933403M22Rik/74425566.html,1,74425566
117,4933417O08Rik,71146,4933417O08Rik/76097699.html,1,76097699
118,5033414K04Rik,98496,5033414K04Rik/73635974.html,1,73635974
119,5330421F07Rik,78286,5330421F07Rik/74641113.html,1,74641113
120,5330421K23Rik*,0,5330421K23Rik*/75043138.html,1,75043138
121,5330439J01Rik,109205,5330439J01Rik/71920521.html,1,71920521
122,5430433G21Rik,319909,5430433G21Rik/71249741.html,1,71249741
123,5730409E04Rik,230757,5730409E04Rik/74988752.html,1,74988752
124,5730410E15Rik,319613,5730410E15Rik/70301086.html,1,70301086
125,5730507A09Rik,70638,5730507A09Rik/72340182.html,1,72340182
126,5830472M02Rik,76080,5830472M02Rik/74641323.html,1,74641323
127,6030405A18Rik,329641,6030405A18Rik/71920518.html,1,71920518
128,6330403A02Rik,381310,6330403A02Rik/72340183.html,1,72340183
129,6330407J23Rik,67412,6330407J23Rik/1988.html,1,1988
130,6330500D04Rik,193385,6330500D04Rik/73635806.html,1,73635806
131,6330503C03Rik,76156,6330503C03Rik/72128774.html,1,72128774
132,6330503K22Rik,101565,6330503K22Rik/77280311.html,1,77280311
133,6330505F04Rik,236790,6330505F04Rik/75988610.html,1,75988610
134,6330505N24Rik,229474,6330505N24Rik/73925717.html,1,73925717
135,6330514A18Rik,216166,6330514A18Rik/74988743.html,1,74988743
136,6330527O06Rik,76161,6330527O06Rik/70927827.html,1,70927827
137,6430514L14Rik,76886,6430514L14Rik/73732150.html,1,73732150
138,6430517E21Rik,240843,6430517E21Rik/71249743.html,1,71249743
139,6430548M08Rik,234797,6430548M08Rik/72008118.html,1,72008118
140,6430573F11Rik,319582,6430573F11Rik/75651150.html,1,75651150
141,6530401D17Rik,76219,6530401D17Rik/45841.html,1,45841
142,6620401M08Rik,75744,6620401M08Rik/73931622.html,1,73931622
143,6720401G13Rik,103012,6720401G13Rik/74958576.html,1,74958576
144,6720456B07Rik,101314,6720456B07Rik/74988744.html,1,74988744
145,6820408C15Rik,228778,6820408C15Rik/74363339.html,1,74363339
146,8030451F13Rik,109272,8030451F13Rik/71920513.html,1,71920513
147,8430436L14Rik,622434,8430436L14Rik/73931623.html,1,73931623
148,9030224M15Rik,327747,9030224M15Rik/74581410.html,1,74581410
149,9030409G11Rik,71529,9030409G11Rik/72007937.html,1,72007937
150,9030425E11Rik,71566,9030425E11Rik/71924353.html,1,71924353
151,9030605H24Rik,319767,9030605H24Rik/73635826.html,1,73635826
152,9330132E09Rik,319901,9330132E09Rik/71249745.html,1,71249745
153,9330182L06Rik,231014,9330182L06Rik/75081005.html,1,75081005
154,9430020K01Rik,240185,9430020K01Rik/75988537.html,1,75988537
155,9430028L06Rik,225617,9430028L06Rik/71717154.html,1,71717154
156,9530068E07Rik,213673,9530068E07Rik/74988509.html,1,74988509
157,9530085C10Rik*,0,9530085C10Rik*/75080269.html,1,75080269
158,9530091C08Rik,320440,9530091C08Rik/71249747.html,1,71249747
159,9630013P03Rik*,0,9630013P03Rik*/77280434.html,1,77280434
160,9630031F12Rik,58227,9630031F12Rik/73636151.html,1,73636151
161,9630050M13Rik,269233,9630050M13Rik/72283797.html,1,72283797
162,9830166N24Rik*,0,9830166N24Rik*/75043150.html,1,75043150
163,9930021J17Rik,229488,9930021J17Rik/74363337.html,1,74363337
164,A030009H04Rik,80515,A030009H04Rik/74750014.html,1,74750014
165,A130014H13Rik,319630,A130014H13Rik/75041574.html,1,75041574
166,A230048G03Rik,320473,A230048G03Rik/70560265.html,1,70560265
167,A230057G18Rik,330166,A230057G18Rik/72340194.html,1,72340194
168,A230065H16Rik,380787,A230065H16Rik/71250292.html,1,71250292
169,A230083H22Rik,353211,A230083H22Rik/74363335.html,1,74363335
170,A230097P14Rik*,0,A230097P14Rik*/75042236.html,1,75042236
171,A230109K23Rik,110312,A230109K23Rik/55.html,1,55
172,A330102H22Rik,77754,A330102H22Rik/57.html,1,57
173,A430041E17Rik*,0,A430041E17Rik*/75042237.html,1,75042237
174,A430107P09Rik,320898,A430107P09Rik/71670720.html,1,71670720
175,A530079E22Rik,319977,A530079E22Rik/71250305.html,1,71250305
176,A530082C11Rik,320541,A530082C11Rik/74881514.html,1,74881514
177,A530088H08Rik,193003,A530088H08Rik/72283798.html,1,72283798
178,A630094N22Rik*,0,A630094N22Rik*/75144644.html,1,75144644
179,A730073J23Rik*,0,A730073J23Rik*/75042239.html,1,75042239
180,A730096I18Rik*,0,A730096I18Rik*/75144645.html,1,75144645
181,A830041P22Rik,320208,A830041P22Rik/75651161.html,1,75651161
182,A930001K06Rik*,0,A930001K06Rik*/75042240.html,1,75042240
183,A930009E05Rik,77796,A930009E05Rik/72340221.html,1,72340221
184,A930017N06Rik,243312,A930017N06Rik/71587930.html,1,71587930
185,A930038C07Rik,68169,A930038C07Rik/72080134.html,1,72080134
186,A930041I02Rik,320271,A930041I02Rik/74581420.html,1,74581420
187,AA536743,100532,AA536743/72007746.html,1,72007746
188,Aacs,78894,Aacs/74988454.html,1,74988454
189,Aadacl1,320024,Aadacl1/74881744.html,1,74881744
190,Abcb6,74104,Abcb6/67881549.html,1,67881549
191,Abcd2,26874,Abcd2/70616004.html,1,70616004
192,Abhd11,68758,Abhd11/1577.html,1,1577
193,Abhd3,106861,Abhd3/70744514.html,1,70744514
194,Abhd6,66082,Abhd6/74047923.html,1,74047923
195,Abhd8,64296,Abhd8/2012.html,1,2012
196,Ablim3,319713,Ablim3/73992943.html,1,73992943
197,Acaa2,52538,Acaa2/71924375.html,1,71924375
198,Acacb,100705,Acacb/74881515.html,1,74881515
199,Acadl,11363,Acadl/72081416.html,1,72081416
200,Acadvl,11370,Acadvl/227161.html,1,227161
201,Accn1,11418,Accn1/73930838.html,1,73930838
202,Accn4,241118,Accn4/71924089.html,1,71924089
203,Ace,11421,Ace/72109489.html,1,72109489
204,Ache,11423,Ache/70301082.html,1,70301082
205,Acot7,70025,Acot7/145.html,1,145
207,Acsbg1,94180,Acsbg1/369.html,1,369
208,Acsl3,74205,Acsl3/75042266.html,1,75042266
209,Acsl5,433256,Acsl5/73931635.html,1,73931635
210,Acsl6,216739,Acsl6/71836810.html,1,71836810
211,Acta1,11459,Acta1/60.html,1,60
212,Actc1,11464,Actc1/62.html,1,62
213,Actr1a,54130,Actr1a/321206.html,1,321206
214,Actr2,66713,Actr2/67.html,1,67
215,Acvr1c,269275,Acvr1c/71250307.html,1,71250307
216,Acvrl1,11482,Acvrl1/79488929.html,1,79488929
217,Acyp1,66204,Acyp1/74988760.html,1,74988760
218,Acyp2,75572,Acyp2/73930820.html,1,73930820
219,Adam33,110751,Adam33/75147767.html,1,75147767
220,Adamts16,271127,Adamts16/276267.html,1,276267
221,Adamts17,233332,Adamts17/71924431.html,1,71924431
222,Adamts18,208936,Adamts18/75651128.html,1,75651128
223,Adamts19,240322,Adamts19/73635973.html,1,73635973
224,Adamts2,216725,Adamts2/71924385.html,1,71924385
225,Adamts4,240913,Adamts4/71836845.html,1,71836845
226,Adamts8,30806,Adamts8/73925719.html,1,73925719
227,Adamtsl2,77794,Adamtsl2/74881352.html,1,74881352
228,Adamtsl3,269959,Adamtsl3/73925720.html,1,73925720
229,Adamtsl5,66548,Adamtsl5/71063847.html,1,71063847
230,Adarb1,110532,Adarb1/73636040.html,1,73636040
231,Adarb2,94191,Adarb2/73925721.html,1,73925721
232,Adcy2,210044,Adcy2/79567501.html,1,79567501
233,Adcy3,104111,Adcy3/75.html,1,75
234,Adcy4,104110,Adcy4/73512495.html,1,73512495
235,Adcy5,224129,Adcy5/79.html,1,79
236,Adcy6,11512,Adcy6/81.html,1,81
237,Adcy8,11514,Adcy8/77280540.html,1,77280540
238,Adcy9,11515,Adcy9/83.html,1,83
239,Adcyap1,11516,Adcyap1/74511882.html,1,74511882
240,Adcyap1r1,11517,Adcyap1r1/74988667.html,1,74988667
241,Adipor1,72674,Adipor1/61210.html,1,61210
242,Adora2a,11540,Adora2a/72109410.html,1,72109410
243,Adra1a,11549,Adra1a/75042247.html,1,75042247
244,Adra1d,11550,Adra1d/72119628.html,1,72119628
245,Adrb1,11554,Adrb1/77340494.html,1,77340494
246,Adrbk2,320129,Adrbk2/74724787.html,1,74724787
247,Adrm1,56436,Adrm1/2019.html,1,2019
248,Adssl1,11565,Adssl1/72104185.html,1,72104185
249,AF529169,209743,AF529169/73636152.html,1,73636152
250,Aff4,93736,Aff4/2363.html,1,2363
251,Agpat3,28169,Agpat3/85.html,1,85
252,Agpat4,68262,Agpat4/73718048.html,1,73718048
253,Agps,228061,Agps/74819325.html,1,74819325
254,Agrin,11603,Agrin/73925722.html,1,73925722
255,Agt,11606,Agt/87.html,1,87
256,Agtr1a,11607,Agtr1a/2021.html,1,2021
257,Agtrl1,23796,Agtrl1/1661.html,1,1661
258,Agxt2l1,71760,Agxt2l1/75079777.html,1,75079777
259,AI427515,270097,AI427515/75650860.html,1,75650860
260,AI450948,382643,AI450948/71250311.html,1,71250311
261,AI593442,330941,AI593442/71250312.html,1,71250312
262,AI606473,99686,AI606473/1468.html,1,1468
263,AI836003,239650,AI836003/71250313.html,1,71250313
264,AI839735,104885,AI839735/76097701.html,1,76097701
265,AI841794,211187,AI841794/74819475.html,1,74819475
266,AI851790,268354,AI851790/73636033.html,1,73636033
267,AI852640,668212,AI852640/74958645.html,1,74958645
268,AI987712,19116,AI987712/72340223.html,1,72340223
270,Ajap1,230959,Ajap1/71717560.html,1,71717560
272,Ak3l1,11639,Ak3l1/74641312.html,1,74641312
273,Akap12,83397,Akap12/72128778.html,1,72128778
274,Akap2,11641,Akap2/1448.html,1,1448
275,Akap8,56399,Akap8/91.html,1,91
276,Akr1b3,11677,Akr1b3/70813922.html,1,70813922
277,Akr1c18,105349,Akr1c18/74425542.html,1,74425542
278,Akr1e1,56043,Akr1e1/356093.html,1,356093
280,Alcam,11658,Alcam/70928271.html,1,70928271
281,Aldh1a1,11668,Aldh1a1/72103809.html,1,72103809
282,Aldh1l1,107747,Aldh1l1/1724.html,1,1724
283,Aldh5a1,214579,Aldh5a1/77925007.html,1,77925007
284,Aldob,230163,Aldob/79588294.html,1,79588294
285,Aldoc,11676,Aldoc/73512352.html,1,73512352
286,Alg5,66248,Alg5/75774105.html,1,75774105
288,Allc,94041,Allc/74581421.html,1,74581421
289,Amigo2,105827,Amigo2/71250310.html,1,71250310
290,Amot,27494,Amot/74425553.html,1,74425553
291,Amotl1,75723,Amotl1/75038463.html,1,75038463
292,Amph,218038,Amph/72340233.html,1,72340233
293,Ank,11732,Ank/75934916.html,1,75934916
294,Ank1,11733,Ank1/70560276.html,1,70560276
295,Ank2,109676,Ank2/71924087.html,1,71924087
296,Ank3,11735,Ank3/74047925.html,1,74047925
297,Ankfn1,382543,Ankfn1/74047714.html,1,74047714
298,Ankrd33,208258,Ankrd33/2006.html,1,2006
299,Ankrd38,242553,Ankrd38/76085741.html,1,76085741
300,Ankrd43,237761,Ankrd43/71250306.html,1,71250306
301,Ankrd50,99696,Ankrd50/71670721.html,1,71670721
302,Ankrd54,223690,Ankrd54/1677.html,1,1677
303,Anxa2,12306,Anxa2/70928384.html,1,70928384
304,Anxa3,11745,Anxa3/72283800.html,1,72283800
305,Anxa4,11746,Anxa4/70436730.html,1,70436730
306,Anxa5,11747,Anxa5/79488933.html,1,79488933
307,Anxa6,11749,Anxa6/77332100.html,1,77332100
308,Ap1b1,11764,Ap1b1/77869778.html,1,77869778
309,Ap2a2,11772,Ap2a2/74819476.html,1,74819476
310,Ap2s1,232910,Ap2s1/71836889.html,1,71836889
311,Ap3s1,11777,Ap3s1/73512483.html,1,73512483
312,Apba1,319924,Apba1/77869854.html,1,77869854
313,Apba2,11784,Apba2/2031.html,1,2031
314,Apba2bp,56846,Apba2bp/73771235.html,1,73771235
315,Apbb2,11787,Apbb2/72128788.html,1,72128788
316,Apbb3,225372,Apbb3/77371771.html,1,77371771
317,Apc,11789,Apc/74881517.html,1,74881517
318,Aph1a,226548,Aph1a/1990.html,1,1990
319,Apln,30878,Apln/67850953.html,1,67850953
320,Apoe,11816,Apoe/79490110.html,1,79490110
321,Apol2,239552,Apol2/74581422.html,1,74581422
322,App,11820,App/79591705.html,1,79591705
324,Aqp4,11829,Aqp4/79556722.html,1,79556722
325,Aqp9,64008,Aqp9/2037.html,1,2037
326,Arbp,11837,Arbp/74047927.html,1,74047927
327,Arc,11838,Arc/74273120.html,1,74273120
328,Arf1,11840,Arf1/77414125.html,1,77414125
329,Arf3,11842,Arf3/110.html,1,110
331,Arhgap12,75415,Arhgap12/71836846.html,1,71836846
332,Arhgap17,70497,Arhgap17/1413.html,1,1413
333,Arhgap25,232201,Arhgap25/72128789.html,1,72128789
334,Arhgap26,71302,Arhgap26/75080997.html,1,75080997
335,Arhgap5,11855,Arhgap5/113.html,1,113
336,Arhgdia,192662,Arhgdia/75774677.html,1,75774677
337,Arhgdig,14570,Arhgdig/79556628.html,1,79556628
338,Arhgef5,54324,Arhgef5/74881537.html,1,74881537
339,Arhgef6,73341,Arhgef6/74881547.html,1,74881547
340,Arid1b,239985,Arid1b/982.html,1,982
341,Arid5a,214855,Arid5a/75042267.html,1,75042267
342,Arl10,56795,Arl10/74658019.html,1,74658019
343,Arl15,218639,Arl15/74363341.html,1,74363341
344,Arl3,56350,Arl3/75043143.html,1,75043143
345,Arl4c,320982,Arl4c/74988455.html,1,74988455
346,Arl5a,75423,Arl5a/74274688.html,1,74274688
347,Armc2,213402,Armc2/74988750.html,1,74988750
348,Arnt2,11864,Arnt2/71358590.html,1,71358590
349,Arntl,11865,Arntl/79556656.html,1,79556656
350,Arpc1a,56443,Arpc1a/77280335.html,1,77280335
351,Arpp21,74100,Arpp21/71587781.html,1,71587781
352,Arrdc3,105171,Arrdc3/77280426.html,1,77280426
353,Arsa,11883,Arsa/75749415.html,1,75749415
354,Arsj,271970,Arsj/71249746.html,1,71249746
355,Asb11,68854,Asb11/71836891.html,1,71836891
356,Asb13,142688,Asb13/72081558.html,1,72081558
357,Asb4,65255,Asb4/71358591.html,1,71358591
358,Asb6,72323,Asb6/1599.html,1,1599
359,Ascl1,17172,Ascl1/73817423.html,1,73817423
360,Ascl2,17173,Ascl2/1156.html,1,1156
361,Asgr1,11889,Asgr1/2047.html,1,2047
362,Asns,27053,Asns/74047788.html,1,74047788
363,Aspa,11484,Aspa/77371803.html,1,77371803
364,Atad4,217138,Atad4/74819231.html,1,74819231
365,Atbf1,11906,Atbf1/74641308.html,1,74641308
366,Atg12,67526,Atg12/74881536.html,1,74881536
367,Atp10a,11982,Atp10a/72128790.html,1,72128790
368,Atp11b,76295,Atp11b/70744324.html,1,70744324
369,Atp1a1,11928,Atp1a1/71836844.html,1,71836844
370,Atp1a3,232975,Atp1a3/74881263.html,1,74881263
371,Atp1a4,27222,Atp1a4/74881548.html,1,74881548
372,Atp2a2,11938,Atp2a2/74881549.html,1,74881549
373,Atp2b1,67972,Atp2b1/77280449.html,1,77280449
374,Atp5a1,11946,Atp5a1/1579.html,1,1579
375,Atp5j,11957,Atp5j/124.html,1,124
376,Atp5o,28080,Atp5o/1158.html,1,1158
377,Atp5s,68055,Atp5s/323589.html,1,323589
378,Atp6v0a1,11975,Atp6v0a1/126.html,1,126
379,Atp6v0a2,21871,Atp6v0a2/357094.html,1,357094
380,Atp6v0b,114143,Atp6v0b/293682.html,1,293682
381,Atp6v0c,11984,Atp6v0c/74881559.html,1,74881559
382,Atp6v1a,11964,Atp6v1a/74641315.html,1,74641315
383,Atp6v1b2,11966,Atp6v1b2/129.html,1,129
384,Atp6v1d,73834,Atp6v1d/74047915.html,1,74047915
385,Atp6v1e1,11973,Atp6v1e1/655501.html,1,655501
386,Atp8a1,11980,Atp8a1/74881560.html,1,74881560
387,Atp8a2,50769,Atp8a2/73925723.html,1,73925723
388,Atpbd3,233189,Atpbd3/70927830.html,1,70927830
389,Atpif1,11983,Atpif1/75774682.html,1,75774682
390,Atxn1,20238,Atxn1/932.html,1,932
391,Atxn10,54138,Atxn10/544899.html,1,544899
392,AU040377,268780,AU040377/74047441.html,1,74047441
393,AV344025,0,AV344025/73635975.html,1,73635975
394,Avp,11998,Avp/131.html,1,131
395,Avpr1b,26361,Avpr1b/79488955.html,1,79488955
396,AW046396,23792,AW046396/72340236.html,1,72340236
397,AW125753,105005,AW125753/70927811.html,1,70927811
398,AW146242,232023,AW146242/70928373.html,1,70928373
399,AW456874,218232,AW456874/72472738.html,1,72472738
400,Axin2,12006,Axin2/74819487.html,1,74819487
401,Azin1,54375,Azin1/74047917.html,1,74047917
402,B130008G09Rik*,0,B130008G09Rik*/75042241.html,1,75042241
403,B230120H23Rik,65964,B230120H23Rik/2049.html,1,2049
404,B230209C24Rik,320705,B230209C24Rik/77280313.html,1,77280313
405,B230215L15Rik,320478,B230215L15Rik/74658020.html,1,74658020
406,B230308C24Rik*,0,B230308C24Rik*/75042242.html,1,75042242
407,B230312C02Rik,320485,B230312C02Rik/74363336.html,1,74363336
408,B230317C12Rik,56279,B230317C12Rik/73635786.html,1,73635786
409,B230362M20Rik,14407,B230362M20Rik/77340460.html,1,77340460
410,B230399E16Rik,240479,B230399E16Rik/73636086.html,1,73636086
411,B2m,12010,B2m/71924291.html,1,71924291
412,B3bp,333789,B3bp/74363354.html,1,74363354
413,B3galt2,26878,B3galt2/71064081.html,1,71064081
414,B3gat1,76898,B3gat1/73818755.html,1,73818755
415,B3gat2,280645,B3gat2/74658033.html,1,74658033
416,B3gnt2,53625,B3gnt2/75988600.html,1,75988600
417,B430110C06Rik*,0,B430110C06Rik*/75043140.html,1,75043140
418,B430201A12Rik,329739,B430201A12Rik/73520819.html,1,73520819
419,B4galnt3,330406,B4galnt3/73636090.html,1,73636090
420,B4galt1,14595,B4galt1/71063735.html,1,71063735
421,B4galt3,57370,B4galt3/357099.html,1,357099
422,B4galt5,56336,B4galt5/73635976.html,1,73635976
423,B4galt6,56386,B4galt6/2055.html,1,2055
424,B630019K06Rik,102941,B630019K06Rik/74881160.html,1,74881160
425,B830028H17Rik*,0,B830028H17Rik*/75042245.html,1,75042245
426,B830045N13Rik,215378,B830045N13Rik/70927812.html,1,70927812
427,B930010G24Rik*,0,B930010G24Rik*/75042246.html,1,75042246
428,B930011P16Rik,403186,B930011P16Rik/73520981.html,1,73520981
429,Bace1,23821,Bace1/73520965.html,1,73520965
430,Bace2,56175,Bace2/143.html,1,143
431,Bad,12015,Bad/74881790.html,1,74881790
432,Bag1,12017,Bag1/75043147.html,1,75043147
433,Bai3,210933,Bai3/71247597.html,1,71247597
434,Baiap2,108100,Baiap2/73520966.html,1,73520966
435,Baiap3,545192,Baiap3/75081206.html,1,75081206
437,Bap1,104416,Bap1/74881827.html,1,74881827
438,Baz1a,217578,Baz1a/73635977.html,1,73635977
439,BB146404,103511,BB146404/70928307.html,1,70928307
440,BC003498,234353,BC003498/73636030.html,1,73636030
441,BC004044,80752,BC004044/654929.html,1,654929
442,BC005537,79555,BC005537/321201.html,1,321201
443,BC005561,243171,BC005561/74988761.html,1,74988761
444,BC005764,216152,BC005764/73925724.html,1,73925724
445,BC011467,0,BC011467/73512500.html,1,73512500
446,BC018242,235044,BC018242/71836832.html,1,71836832
447,BC023818,387314,BC023818/73636154.html,1,73636154
449,BC027127,211739,BC027127/71836843.html,1,71836843
450,BC028663,234365,BC028663/74750064.html,1,74750064
451,BC029169,208659,BC029169/70744517.html,1,70744517
452,BC030477,216881,BC030477/71920517.html,1,71920517
453,BC031181,407819,BC031181/73718052.html,1,73718052
454,BC031353,235493,BC031353/77371767.html,1,77371767
455,BC032203,210982,BC032203/77867708.html,1,77867708
456,BC032265,238024,BC032265/74819239.html,1,74819239
457,BC033915,70661,BC033915/74881867.html,1,74881867
458,BC034076,665700,BC034076/71836848.html,1,71836848
459,BC035295,207785,BC035295/74047914.html,1,74047914
