Gene,Entrez ID,Image Series URL,Used in analysis?,ID
Drd2,13489,Drd2/357.html,1,357
Drd3,13490,Drd3/75038431.html,1,75038431
Drd4,13491,Drd4/79556664.html,1,79556664
Dscr1,54720,Dscr1/362.html,1,362
Dscr1l1,53901,Dscr1l1/71064278.html,1,71064278
Dscr6,170765,Dscr6/367.html,1,367
Dsp,109620,Dsp/76097696.html,1,76097696
Dstn,56431,Dstn/74658076.html,1,74658076
Dtx1,14357,Dtx1/2167.html,1,2167
Dusp1,19252,Dusp1/324212.html,1,324212
Dusp14,56405,Dusp14/70927831.html,1,70927831
Dusp18,75219,Dusp18/70634129.html,1,70634129
Dusp3,72349,Dusp3/73512497.html,1,73512497
Dusp4,319520,Dusp4/72472788.html,1,72472788
Dusp5,240672,Dusp5/73931633.html,1,73931633
Dusp6,67603,Dusp6/75650864.html,1,75650864
Dync1li1,235661,Dync1li1/75774684.html,1,75774684
Dynlt3,67117,Dynlt3/74425518.html,1,74425518
Dyrk1a,13548,Dyrk1a/2169.html,1,2169
Dyrk1b,13549,Dyrk1b/71717583.html,1,71717583
E030007A22,328245,E030007A22/74988748.html,1,74988748
E030013G06Rik,233813,E030013G06Rik/72472789.html,1,72472789
E130012A19Rik,103551,E130012A19Rik/74363349.html,1,74363349
E130013N09Rik,319317,E130013N09Rik/73992946.html,1,73992946
E130016E03Rik,623474,E130016E03Rik/1488.html,1,1488
E2f1,13555,E2f1/2171.html,1,2171
E2f2,242705,E2f2/371.html,1,371
E2f4,104394,E2f4/1195.html,1,1195
E2f6,50496,E2f6/2173.html,1,2173
E330009J07Rik,243780,E330009J07Rik/74658077.html,1,74658077
E330014M11Rik*,0,E330014M11Rik*/77280559.html,1,77280559
E430002G05Rik,210622,E430002G05Rik/70744322.html,1,70744322
E530011N06Rik*,0,E530011N06Rik*/77280557.html,1,77280557
Ebf4,228598,Ebf4/71020443.html,1,71020443
Ebpl,68177,Ebpl/323392.html,1,323392
Echdc2,52430,Echdc2/71836871.html,1,71836871
Edc3,353190,Edc3/275872.html,1,275872
Edg1,13609,Edg1/75043142.html,1,75043142
Edg2,14745,Edg2/79556595.html,1,79556595
Ednrb,13618,Ednrb/74750017.html,1,74750017
Eef1a1,13627,Eef1a1/73817934.html,1,73817934
Eef1b2,55949,Eef1b2/75934526.html,1,75934526
Efcbp2,117148,Efcbp2/73788010.html,1,73788010
Efemp2,58859,Efemp2/2177.html,1,2177
Efna1,13636,Efna1/1347.html,1,1347
Efna5,13640,Efna5/383.html,1,383
Efnb2,13642,Efnb2/72079959.html,1,72079959
Efnb3,13643,Efnb3/79556601.html,1,79556601
Egfr,13649,Egfr/1701.html,1,1701
Egln1,112405,Egln1/77340476.html,1,77340476
Egr2,13654,Egr2/72128749.html,1,72128749
Egr3,13655,Egr3/74581377.html,1,74581377
Egr4,13656,Egr4/74800827.html,1,74800827
Ehd3,57440,Ehd3/71836903.html,1,71836903
Eif1ay,66235,Eif1ay/74988539.html,1,74988539
Eif3s1,78655,Eif3s1/321196.html,1,321196
Eif4b,75705,Eif4b/355885.html,1,355885
Eif5a2,208691,Eif5a2/73992947.html,1,73992947
Elavl2,15569,Elavl2/72340123.html,1,72340123
Elf2,69257,Elf2/1349.html,1,1349
Elmo1,140580,Elmo1/70743907.html,1,70743907
Elmo2,140579,Elmo2/71015802.html,1,71015802
Elmo3,234683,Elmo3/73718049.html,1,73718049
Elovl5,68801,Elovl5/74273118.html,1,74273118
Emb,13723,Emb/73930836.html,1,73930836
Emp1,13730,Emp1/77280421.html,1,77280421
Enc1,13803,Enc1/390.html,1,390
Endod1,71946,Endod1/71015195.html,1,71015195
Eno2,13807,Eno2/82991.html,1,82991
Enpep,13809,Enpep/73769289.html,1,73769289
Enpp2,18606,Enpp2/70613967.html,1,70613967
Entpd3,215446,Entpd3/74511804.html,1,74511804
Epb4.1l1,13821,Epb4.1l1/74047777.html,1,74047777
Epb4.1l2,13822,Epb4.1l2/70431433.html,1,70431433
Epha1,13835,Epha1/74640882.html,1,74640882
Epha10,230735,Epha10/73930823.html,1,73930823
Epha3,13837,Epha3/72472792.html,1,72472792
Epha4,13838,Epha4/79591635.html,1,79591635
Epha6,13840,Epha6/72472793.html,1,72472793
Epha7,13841,Epha7/402.html,1,402
Epha8,13842,Epha8/72472794.html,1,72472794
Ephb1,270190,Ephb1/72077478.html,1,72077478
Ephb3,13845,Ephb3/1492.html,1,1492
Ephx2,13850,Ephx2/70813923.html,1,70813923
Epn3,71889,Epn3/74357584.html,1,74357584
Eps15l1,13859,Eps15l1/2193.html,1,2193
Eps8l1,67425,Eps8l1/1707.html,1,1707
Eps8l2,98845,Eps8l2/74658244.html,1,74658244
Eps8l3,99662,Eps8l3/404.html,1,404
Erbb2,13866,Erbb2/1709.html,1,1709
Erf,13875,Erf/2195.html,1,2195
Ern2,26918,Ern2/72472798.html,1,72472798
Ero1lb,67475,Ero1lb/72340145.html,1,72340145
Erp29,67397,Erp29/72007751.html,1,72007751
Esr1,13982,Esr1/79591677.html,1,79591677
Ets1,23871,Ets1/2199.html,1,2199
Etv1,14009,Etv1/72119595.html,1,72119595
Etv3,27049,Etv3/1494.html,1,1494
Etv5,104156,Etv5/70613989.html,1,70613989
Etv6,14011,Etv6/1353.html,1,1353
Ewsr1,14030,Ewsr1/408.html,1,408
Exoc6,107371,Exoc6/73817986.html,1,73817986
Exosc1,66583,Exosc1/2203.html,1,2203
Exosc8,69639,Exosc8/74658079.html,1,74658079
Exph5,320051,Exph5/75080619.html,1,75080619
Extl2,58193,Extl2/70613979.html,1,70613979
Extl3,54616,Extl3/411.html,1,411
Eya1,14048,Eya1/73818759.html,1,73818759
Eya2,14049,Eya2/70743234.html,1,70743234
F3,14066,F3/77280341.html,1,77280341
F630102L10Rik*,0,F630102L10Rik*/75144622.html,1,75144622
F930020C14Rik*,0,F930020C14Rik*/77280430.html,1,77280430
Fa2h,338521,Fa2h/74882584.html,1,74882584
Fabp3,14077,Fabp3/418.html,1,418
Fabp5,16592,Fabp5/70634396.html,1,70634396
Fabp7,12140,Fabp7/72104184.html,1,72104184
Fancd2,211651,Fancd2/73635979.html,1,73635979
Fasn,14104,Fasn/74425543.html,1,74425543
Fat3,270120,Fat3/73992719.html,1,73992719
Fat4,329628,Fat4/74363356.html,1,74363356
Fbln1,14114,Fbln1/2205.html,1,2205
Fbln2,14115,Fbln2/321208.html,1,321208
Fbs1,14123,Fbs1/2207.html,1,2207
Fbxl5,242960,Fbxl5/422.html,1,422
Fbxo21,231670,Fbxo21/70634119.html,1,70634119
Fbxo44,230903,Fbxo44/77340498.html,1,77340498
Fbxo9,71538,Fbxo9/74800954.html,1,74800954
Fbxw2,30050,Fbxw2/355882.html,1,355882
Fbxw7,50754,Fbxw7/72128750.html,1,72128750
Fem1a,14154,Fem1a/2212.html,1,2212
Fez2,225020,Fez2/74272477.html,1,74272477
Fgd5,232237,Fgd5/74357548.html,1,74357548
Fgf1,14164,Fgf1/79556599.html,1,79556599
Fgf12,14167,Fgf12/79567499.html,1,79567499
Fgf13,14168,Fgf13/427.html,1,427
Fgf15,14170,Fgf15/1715.html,1,1715
Fgfr1op2,67529,Fgfr1op2/70743887.html,1,70743887
Fgfr2,14183,Fgfr2/445.html,1,445
Fhl1,14199,Fhl1/2218.html,1,2218
Fhl2,14200,Fhl2/70743903.html,1,70743903
Fhod3,225288,Fhod3/71924400.html,1,71924400
Fibcd1,98970,Fibcd1/72472801.html,1,72472801
Fign,60344,Fign/72081550.html,1,72081550
Fin15,14210,Fin15/73994666.html,1,73994666
Fjx1,14221,Fjx1/1203.html,1,1203
Fkbp10,14230,Fkbp10/2220.html,1,2220
Fkbp6,94244,Fkbp6/2222.html,1,2222
Flot1,14251,Flot1/67752111.html,1,67752111
Flot2,14252,Flot2/74511805.html,1,74511805
Flrt2,399558,Flrt2/73931417.html,1,73931417
Flrt3,71436,Flrt3/73931404.html,1,73931404
Flt1,14254,Flt1/2224.html,1,2224
Fnbp1l,214459,Fnbp1l/70560266.html,1,70560266
Fndc1,68655,Fndc1/73992908.html,1,73992908
Fndc4,64339,Fndc4/293665.html,1,293665
Fndc5,384061,Fndc5/73635989.html,1,73635989
Fnta,14272,Fnta/2226.html,1,2226
Foxa1,15375,Foxa1/77869794.html,1,77869794
Foxd3,15221,Foxd3/1496.html,1,1496
Foxi1,14233,Foxi1/2232.html,1,2232
Foxo1,56458,Foxo1/71249055.html,1,71249055
Foxp1,108655,Foxp1/71249056.html,1,71249056
Foxp2,114142,Foxp2/72079884.html,1,72079884
Foxred2,239554,Foxred2/74363342.html,1,74363342
Frat2,212398,Frat2/1553.html,1,1553
Freq,14299,Freq/77332082.html,1,77332082
Frmpd1,666060,Frmpd1/73520978.html,1,73520978
Frmpd2,268729,Frmpd2/73931634.html,1,73931634
Frmpd4,333605,Frmpd4/73931421.html,1,73931421
Frrs1,20321,Frrs1/2557.html,1,2557
Fscn1,14086,Fscn1/74658080.html,1,74658080
Fst,14313,Fst/72283811.html,1,72283811
Fstl1,14314,Fstl1/71016596.html,1,71016596
Fstl4,320027,Fstl4/71717187.html,1,71717187
Fstl5,213262,Fstl5/72283812.html,1,72283812
Fts,14339,Fts/1355.html,1,1355
Fxyd5,18301,Fxyd5/74819694.html,1,74819694
Fxyd6,59095,Fxyd6/73592534.html,1,73592534
Fxyd7,57780,Fxyd7/73592536.html,1,73592536
Fyn,14360,Fyn/70615595.html,1,70615595
Fzd1,14362,Fzd1/2239.html,1,2239
Fzd4,14366,Fzd4/2241.html,1,2241
Fzd5,14367,Fzd5/1500.html,1,1500
Fzd9,14371,Fzd9/73907498.html,1,73907498
Gabarap,56486,Gabarap/2245.html,1,2245
Gabbr2,242425,Gabbr2/71247614.html,1,71247614
Gabpb1,14391,Gabpb1/121098.html,1,121098
Gabra2,14395,Gabra2/74988690.html,1,74988690
Gabra4,14397,Gabra4/71924402.html,1,71924402
Gabra6,14399,Gabra6/75551467.html,1,75551467
Gabrb1,14400,Gabrb1/2247.html,1,2247
Gabrb2,14401,Gabrb2/472.html,1,472
Gabrb3,14402,Gabrb3/75551468.html,1,75551468
Gabrd,14403,Gabrd/75551464.html,1,75551464
Gabrg1,14405,Gabrg1/75551469.html,1,75551469
Gabrg2,14406,Gabrg2/474.html,1,474
Gabrg3,14407,Gabrg3/71587875.html,1,71587875
Gabrp,216643,Gabrp/75888749.html,1,75888749
Gabrq,57249,Gabrq/79591569.html,1,79591569
Gabrr1,14408,Gabrr1/75551470.html,1,75551470
Gad2,14417,Gad2/79591669.html,1,79591669
Gadd45b,17873,Gadd45b/70928374.html,1,70928374
Gadd45g,23882,Gadd45g/70634407.html,1,70634407
Gal,14419,Gal/70231997.html,1,70231997
Galm,319625,Galm/2249.html,1,2249
Galns,50917,Galns/70612726.html,1,70612726
Galnt14,71685,Galnt14/72472804.html,1,72472804
Galnt9,231605,Galnt9/73817422.html,1,73817422
Galntl1,108760,Galntl1/71717305.html,1,71717305
Galp,232836,Galp/79556611.html,1,79556611
Galr1,14427,Galr1/72283790.html,1,72283790
Gap43,14432,Gap43/70928270.html,1,70928270
Garnl3,99326,Garnl3/73994668.html,1,73994668
Garnl4,380711,Garnl4/74882606.html,1,74882606
Gas1,14451,Gas1/2251.html,1,2251
Gas6,14456,Gas6/72008122.html,1,72008122
Gas7,14457,Gas7/73992909.html,1,73992909
Gata2,14461,Gata2/100.html,1,100
Gatm,67092,Gatm/1205.html,1,1205
Gbe1,74185,Gbe1/75042250.html,1,75042250
Gbx2,14472,Gbx2/77868786.html,1,77868786
Gcg,14526,Gcg/75749416.html,1,75749416
Gchfr,320415,Gchfr/74511806.html,1,74511806
Gdap10,14546,Gdap10/74357577.html,1,74357577
Gdap1l1,228858,Gdap1l1/75774676.html,1,75774676
Gdap2,14547,Gdap2/275871.html,1,275871
Gdf1,14559,Gdf1/75081205.html,1,75081205
Gdf11,14561,Gdf11/74272478.html,1,74272478
Gdi2,14569,Gdi2/491.html,1,491
Gdpd2,71584,Gdpd2/74047789.html,1,74047789
Gem,14579,Gem/73817928.html,1,73817928
Gemin4,276919,Gemin4/74818624.html,1,74818624
Gfap,14580,Gfap/79591671.html,1,79591671
Gfpt2,14584,Gfpt2/74425526.html,1,74425526
Gfra1,14585,Gfra1/71064217.html,1,71064217
Gfra2,14586,Gfra2/72472805.html,1,72472805
Ghrh,14601,Ghrh/496.html,1,496
Ghsr,208188,Ghsr/74511739.html,1,74511739
Gipc1,67903,Gipc1/67755429.html,1,67755429
Gipc2,54120,Gipc2/74658141.html,1,74658141
Gja7,14615,Gja7/77887876.html,1,77887876
Gja9,14617,Gja9/71836902.html,1,71836902
Gjb2,14619,Gjb2/1359.html,1,1359
Glg1,20340,Glg1/75042254.html,1,75042254
Gli3,14634,Gli3/1615.html,1,1615
Glipr1,73690,Glipr1/74586665.html,1,74586665
Glo1,109801,Glo1/74047916.html,1,74047916
Glp1r,14652,Glp1r/74511737.html,1,74511737
Glra1,14654,Glra1/72108824.html,1,72108824
Glra2,237213,Glra2/73636121.html,1,73636121
Glra3,110304,Glra3/73788474.html,1,73788474
Glra4,14657,Glra4/75551476.html,1,75551476
Glrb,14658,Glrb/498.html,1,498
Glrx,93692,Glrx/73931409.html,1,73931409
Gls,14660,Gls/500.html,1,500
Glt8d2,74782,Glt8d2/71249079.html,1,71249079
Glud1,14661,Glud1/503.html,1,503
Gm1060,381738,Gm1060/71670726.html,1,71670726
Gm1088,244144,Gm1088/77340470.html,1,77340470
Gm1335,383783,Gm1335/74988767.html,1,74988767
Gm1752,385658,Gm1752/74658081.html,1,74658081
Gm196,333605,Gm196/71670725.html,1,71670725
Gm197,226439,Gm197/74988285.html,1,74988285
Gm22,195209,Gm22/74988274.html,1,74988274
Gm261,627191,Gm261/73636032.html,1,73636032
Gm2a,14667,Gm2a/74988549.html,1,74988549
Gm441,207618,Gm441/73931632.html,1,73931632
Gm528,217951,Gm528/74511946.html,1,74511946
Gm623,268288,Gm623/1375.html,1,1375
Gm69,217602,Gm69/71670724.html,1,71670724
Gm837,330267,Gm837/71924155.html,1,71924155
Gm953,381163,Gm953/2419.html,1,2419
Gm973,381260,Gm973/74988753.html,1,74988753
Gmfb,63985,Gmfb/1726.html,1,1726
Gmppa,69080,Gmppa/73818757.html,1,73818757
Gmpr,66355,Gmpr/74581368.html,1,74581368
Gmps,229363,Gmps/1361.html,1,1361
Gnai1,14677,Gnai1/72472806.html,1,72472806
Gnai2,14678,Gnai2/2263.html,1,2263
Gnal,14680,Gnal/72472807.html,1,72472807
Gnao1,14681,Gnao1/506.html,1,506
Gnas,14683,Gnas/509.html,1,509
Gnb2,14693,Gnb2/512.html,1,512
Gnb4,14696,Gnb4/74047771.html,1,74047771
Gnb5,14697,Gnb5/1456.html,1,1456
Gng11,66066,Gng11/1732.html,1,1732
Gng12,14701,Gng12/72080065.html,1,72080065
Gng13,64337,Gng13/73615561.html,1,73615561
Gng2,14702,Gng2/67936006.html,1,67936006
Gng3,14704,Gng3/1209.html,1,1209
Gng4,14706,Gng4/515.html,1,515
Gng7,14708,Gng7/77371857.html,1,77371857
Gnpnat1,54342,Gnpnat1/2267.html,1,2267
Gnrh1,14714,Gnrh1/75080152.html,1,75080152
Gosr2,56494,Gosr2/67855413.html,1,67855413
Gpc1,14733,Gpc1/73994669.html,1,73994669
Gpc2,71951,Gpc2/72472808.html,1,72472808
Gpc3,14734,Gpc3/71020431.html,1,71020431
Gpc4,14735,Gpc4/1617.html,1,1617
Gpc5,103978,Gpc5/74047712.html,1,74047712
Gpc6,23888,Gpc6/1736.html,1,1736
Gpd1l,333433,Gpd1l/74988763.html,1,74988763
Gpd2,14571,Gpd2/70615598.html,1,70615598
Gphn,268566,Gphn/1211.html,1,1211
Gpm6b,14758,Gpm6b/544520.html,1,544520
Gpnmb,93695,Gpnmb/74581367.html,1,74581367
Gpr101,245424,Gpr101/79591639.html,1,79591639
Gpr116,224792,Gpr116/73907496.html,1,73907496
Gpr12,14738,Gpr12/73817425.html,1,73817425
Gpr123,52389,Gpr123/71924056.html,1,71924056
Gpr125,70693,Gpr125/74988700.html,1,74988700
Gpr126,215798,Gpr126/73520982.html,1,73520982
Gpr137,107173,Gpr137/75651149.html,1,75651149
Gpr146,80290,Gpr146/2059.html,1,2059
Gpr151,240239,Gpr151/74724649.html,1,74724649
Gpr153,100129,Gpr153/1950.html,1,1950
Gpr162,14788,Gpr162/74658160.html,1,74658160
Gpr165,76206,Gpr165/70560278.html,1,70560278
Gpr17,574402,Gpr17/74641313.html,1,74641313
Gpr171,229323,Gpr171/1713.html,1,1713
Gpr172b,52710,Gpr172b/71016711.html,1,71016711
Gpr173,70771,Gpr173/74724531.html,1,74724531
Gpr176,381413,Gpr176/74511881.html,1,74511881
Gpr177,68151,Gpr177/72077452.html,1,72077452
Gpr18,110168,Gpr18/71015809.html,1,71015809
Gpr26,233919,Gpr26/70562057.html,1,70562057
Gpr35,64095,Gpr35/293673.html,1,293673
Gpr37,14763,Gpr37/2271.html,1,2271
Gpr37l1,171469,Gpr37l1/74724670.html,1,74724670
Gpr4,319197,Gpr4/74724680.html,1,74724680
Gpr50,14765,Gpr50/74511770.html,1,74511770
Gpr55,227326,Gpr55/79591399.html,1,79591399
Gpr6,140741,Gpr6/71247615.html,1,71247615
Gpr83,14608,Gpr83/72338696.html,1,72338696
Gpr84,80910,Gpr84/1583.html,1,1583
Gpr85,64450,Gpr85/1738.html,1,1738
Gpr88,64378,Gpr88/79567811.html,1,79567811
Gpr89,67549,Gpr89/67881554.html,1,67881554
Gpr98,110789,Gpr98/72081561.html,1,72081561
Gprasp1,67298,Gprasp1/70743888.html,1,70743888
Gprc5b,64297,Gprc5b/71836881.html,1,71836881
Gprin1,26913,Gprin1/75077243.html,1,75077243
Gprin3,243385,Gprin3/73520968.html,1,73520968
Gpsn2,106529,Gpsn2/544902.html,1,544902
Gpt2,108682,Gpt2/1657.html,1,1657
Gpx2,14776,Gpx2/74819652.html,1,74819652
Gramd3,107022,Gramd3/74988591.html,1,74988591
Grb7,14786,Grb7/1502.html,1,1502
Greb1,268527,Greb1/71924412.html,1,71924412
Gria2,14800,Gria2/75551462.html,1,75551462
Gria3,53623,Gria3/71247616.html,1,71247616
Gria4,14802,Gria4/71358628.html,1,71358628
Grid1,14803,Grid1/74724739.html,1,74724739
Grid2,14804,Grid2/71247617.html,1,71247617
Grid2ip,170935,Grid2ip/71670479.html,1,71670479
Grik1,14805,Grik1/527.html,1,527
Grik2,14806,Grik2/71247618.html,1,71247618
Grik3,14807,Grik3/75749418.html,1,75749418
Grik4,110637,Grik4/75551478.html,1,75551478
Grik5,14809,Grik5/75551459.html,1,75551459
Grin1,14810,Grin1/79556694.html,1,79556694
Grin2a,14811,Grin2a/75081000.html,1,75081000
Grin2b,14812,Grin2b/74988710.html,1,74988710
Grin2c,14813,Grin2c/75888748.html,1,75888748
Grin2d,14814,Grin2d/75551479.html,1,75551479
Grin3b,170483,Grin3b/535.html,1,535
Grina,66168,Grina/1948.html,1,1948
Grinl1a,28015,Grinl1a/1740.html,1,1740
Grip1,74053,Grip1/74988749.html,1,74988749
Grip2,243547,Grip2/75651127.html,1,75651127
Grm1,14816,Grm1/79591723.html,1,79591723
Grm2,108068,Grm2/79591611.html,1,79591611
Grm3,108069,Grm3/539.html,1,539
Grm4,268934,Grm4/71247631.html,1,71247631
Grm5,108071,Grm5/73512423.html,1,73512423
Grm8,14823,Grm8/73771227.html,1,73771227
Grn,14824,Grn/77371839.html,1,77371839
Grsf1,231413,Grsf1/73994670.html,1,73994670
Gsbs,19051,Gsbs/73817988.html,1,73817988
Gss,14854,Gss/74273307.html,1,74273307
Gsta4,14860,Gsta4/77278951.html,1,77278951
Gstm4,14865,Gstm4/70743872.html,1,70743872
Gtdc1,227835,Gtdc1/74425541.html,1,74425541
Gtf2h2,23894,Gtf2h2/70634256.html,1,70634256
Gtf2h4,14885,Gtf2h4/1458.html,1,1458
Gtf3c2,71752,Gtf3c2/7.html,1,7
Gtpbp9,67059,Gtpbp9/293038.html,1,293038
Gucy1a3,60596,Gucy1a3/77866848.html,1,77866848
Gucy2c,14917,Gucy2c/73992911.html,1,73992911
Guk1,14923,Guk1/2279.html,1,2279
Gyg,27357,Gyg/73817930.html,1,73817930
H2-Eb1,14969,H2-Eb1/73520983.html,1,73520983
Haghl,68977,Haghl/75259440.html,1,75259440
Hapln4,330790,Hapln4/71717078.html,1,71717078
Hars,15115,Hars/554.html,1,554
Hars2,70791,Hars2/1742.html,1,1742
Hax1,23897,Hax1/2303.html,1,2303
Hbb,15127,Hbb/77340464.html,1,77340464
Hbb-b1,15129,Hbb-b1/67936011.html,1,67936011
Hc,15139,Hc/73992912.html,1,73992912
Hcn2,15166,Hcn2/73512185.html,1,73512185
Hcrt,15171,Hcrt/2283.html,1,2283
Hcrtr1,230777,Hcrtr1/77868713.html,1,77868713
Hcrtr2,387285,Hcrtr2/1395.html,1,1395
Hdc,15186,Hdc/71016663.html,1,71016663
Hdgf,15191,Hdgf/2285.html,1,2285
Hdlbp,110611,Hdlbp/74819232.html,1,74819232
Hebp1,15199,Hebp1/74988456.html,1,74988456
Hectd1,207304,Hectd1/357092.html,1,357092
Hecw1,94253,Hecw1/74882685.html,1,74882685
Hes1,15205,Hes1/556.html,1,556
Hes7,84653,Hes7/2289.html,1,2289
Hexb,15212,Hexb/77340466.html,1,77340466
Hexim1,192231,Hexim1/74273119.html,1,74273119
Hgf,15234,Hgf/77867710.html,1,77867710
Hint1,15254,Hint1/73520984.html,1,73520984
Hip1,215114,Hip1/2293.html,1,2293
Hip2,53323,Hip2/73817935.html,1,73817935
Hist1h1a,80838,Hist1h1a/74988764.html,1,74988764
Hist1h1b,56702,Hist1h1b/74272040.html,1,74272040
Hist1h2bc,68024,Hist1h2bc/560.html,1,560
Hist1h2bg,319181,Hist1h2bg/73769308.html,1,73769308
Hist2h2aa1,15267,Hist2h2aa1/72129296.html,1,72129296
Hkdc1,216019,Hkdc1/70634299.html,1,70634299
Hkr2,232878,Hkr2/247974.html,1,247974
Hlf,217082,Hlf/565.html,1,565
Hmbox1,219150,Hmbox1/70301273.html,1,70301273
Hmg20a,66867,Hmg20a/357093.html,1,357093
Hmga1,15361,Hmga1/2295.html,1,2295
Hmgcr,15357,Hmgcr/75079789.html,1,75079789
Hmgcs1,208715,Hmgcs1/1744.html,1,1744
Hnrpdl,50926,Hnrpdl/571.html,1,571
Hnrph2,56258,Hnrph2/61001.html,1,61001
Hnt,235106,Hnt/573.html,1,573
Hod,74318,Hod/79556716.html,1,79556716
Homer1,26556,Homer1/1748.html,1,1748
Homer2,26557,Homer2/71015814.html,1,71015814
Homer3,26558,Homer3/356087.html,1,356087
Hook3,320191,Hook3/1197.html,1,1197
Hpca,15444,Hpca/72129291.html,1,72129291
Hpcal1,53602,Hpcal1/74581395.html,1,74581395
Hpd,15445,Hpd/356492.html,1,356492
Hpse,15442,Hpse/77340468.html,1,77340468
Hrasls3,225845,Hrasls3/2301.html,1,2301
Hrh3,99296,Hrh3/73636034.html,1,73636034
Hs3st1,15476,Hs3st1/2305.html,1,2305
Hs3st2,195646,Hs3st2/74988765.html,1,74988765
Hs6st1,50785,Hs6st1/74819258.html,1,74819258
Hs6st3,50787,Hs6st3/73520986.html,1,73520986
Hsbp1,68196,Hsbp1/74581381.html,1,74581381
Hsd11b1,15483,Hsd11b1/73520987.html,1,73520987
Hsf1,15499,Hsf1/67810538.html,1,67810538
Hsp90b1,22027,Hsp90b1/75042251.html,1,75042251
Hspa1l,15482,Hspa1l/75041442.html,1,75041442
Hspb1,15507,Hspb1/74363357.html,1,74363357
Hspb3,56534,Hspb3/73520988.html,1,73520988
Htr1a,15550,Htr1a/79556616.html,1,79556616
Htr1b,15551,Htr1b/584.html,1,584
Htr2a,15558,Htr2a/1627.html,1,1627
Htr3a,15561,Htr3a/74724760.html,1,74724760
Htr3b,57014,Htr3b/74641318.html,1,74641318
Htr4,15562,Htr4/72119658.html,1,72119658
Hunk,26559,Hunk/2307.html,1,2307
Iars2,381314,Iars2/74958491.html,1,74958491
Ibrdc2,218215,Ibrdc2/71836839.html,1,71836839
Ica1,15893,Ica1/75988482.html,1,75988482
Icam5,15898,Icam5/73520989.html,1,73520989
Id2,15902,Id2/71836806.html,1,71836806
Id4,15904,Id4/74357547.html,1,74357547
Idh1,15926,Idh1/74511808.html,1,74511808
Ids,15931,Ids/73994671.html,1,73994671
Ier2,15936,Ier2/71836849.html,1,71836849
Ier5,15939,Ier5/73931410.html,1,73931410
Ifit2,15958,Ifit2/74988457.html,1,74988457
Ifngr2,15980,Ifngr2/1460.html,1,1460
Igf2,16002,Igf2/2313.html,1,2313
Igfbp3,16009,Igfbp3/74272920.html,1,74272920
Igfbp4,16010,Igfbp4/71924311.html,1,71924311
Igfbp5,16011,Igfbp5/73592530.html,1,73592530
Igfbp6,16012,Igfbp6/70928248.html,1,70928248
Igfbpl1,75426,Igfbpl1/1974.html,1,1974
Igsf21,230868,Igsf21/74357578.html,1,74357578
Igsf3,78908,Igsf3/72081517.html,1,72081517
Igsf9b,235086,Igsf9b/75147761.html,1,75147761
Ikbkb,16150,Ikbkb/1750.html,1,1750
Ikzf1,22778,Ikzf1/1144.html,1,1144
Il13ra1,16164,Il13ra1/74819256.html,1,74819256
Il16,16170,Il16/71064290.html,1,71064290
Il17ra,16172,Il17ra/73520990.html,1,73520990
Il17rb,50905,Il17rb/2317.html,1,2317
Il17rc,171095,Il17rc/2319.html,1,2319
Il1rap,16180,Il1rap/1462.html,1,1462
Il1rapl2,60367,Il1rapl2/73994672.html,1,73994672
Il31ra,218624,Il31ra/74881366.html,1,74881366
Il4ra,16190,Il4ra/77413692.html,1,77413692
Impa1,55980,Impa1/74641325.html,1,74641325
Impact,16210,Impact/594.html,1,594
Impg2,224224,Impg2/74819536.html,1,74819536
Ing4,28019,Ing4/357097.html,1,357097
Inhba,16323,Inhba/70431432.html,1,70431432
Inhbb,16324,Inhbb/73636087.html,1,73636087
Inpp1,16329,Inpp1/67870434.html,1,67870434
Insig1,231070,Insig1/75041453.html,1,75041453
Insrr,23920,Insrr/71670480.html,1,71670480
Ipo4,75751,Ipo4/74658174.html,1,74658174
Iqsec1,232227,Iqsec1/77332673.html,1,77332673
Iqsec3,243621,Iqsec3/73636153.html,1,73636153
Irs2,384783,Irs2/74363343.html,1,74363343
Irs4,16370,Irs4/71717079.html,1,71717079
Irx1,16371,Irx1/2325.html,1,2325
Isl1,16392,Isl1/596.html,1,596
Islr2,320563,Islr2/142.html,1,142
Isoc1,66307,Isoc1/73732145.html,1,73732145
Isyna1,71780,Isyna1/75145997.html,1,75145997
Itfg1,71927,Itfg1/2139.html,1,2139
Itga11,319480,Itga11/74882626.html,1,74882626
Itga3,16400,Itga3/598.html,1,598
Itga5,16402,Itga5/74882636.html,1,74882636
Itga7,16404,Itga7/73520991.html,1,73520991
Itgav,16410,Itgav/74658082.html,1,74658082
Itgb1,16412,Itgb1/76115730.html,1,76115730
Itgb1bp1,16413,Itgb1bp1/71015806.html,1,71015806
Itgb5,16419,Itgb5/71920512.html,1,71920512
Itgb8,320910,Itgb8/73931631.html,1,73931631
Itih3,16426,Itih3/600.html,1,600
Itm2a,16431,Itm2a/74881146.html,1,74881146
Itm2c,64294,Itm2c/77414652.html,1,77414652
Itpk1,217837,Itpk1/71923998.html,1,71923998
Itpkb,320404,Itpkb/73520992.html,1,73520992
Itpr1,16438,Itpr1/72119596.html,1,72119596
Itpr3,16440,Itpr3/74047776.html,1,74047776
Ivns1abp,117198,Ivns1abp/70813898.html,1,70813898
Iyd,70337,Iyd/71015205.html,1,71015205
Jak1,16451,Jak1/74581365.html,1,74581365
Jam2,67374,Jam2/602.html,1,602
