Gene,Entrez ID,Image Series URL,Used in analysis?,ID
Pcyt1b,236899,Pcyt1b/74641319.html,1,74641319
Pdcd4,18569,Pdcd4/73931413.html,1,73931413
Pdcl,67466,Pdcl/324213.html,1,324213
Pde10a,23984,Pde10a/71924204.html,1,71924204
Pde11a,241489,Pde11a/75081007.html,1,75081007
Pde1a,18573,Pde1a/782.html,1,782
Pde1b,18574,Pde1b/1257.html,1,1257
Pde1c,18575,Pde1c/1804.html,1,1804
Pde4b,18578,Pde4b/2472.html,1,2472
Pde4d,238871,Pde4d/1259.html,1,1259
Pde4dip,83679,Pde4dip/1994.html,1,1994
Pde5a,242202,Pde5a/73931641.html,1,73931641
Pde6g,18588,Pde6g/72104173.html,1,72104173
Pde8b,218461,Pde8b/71020389.html,1,71020389
Pde9a,18585,Pde9a/785.html,1,785
Pdgfa,18590,Pdgfa/1516.html,1,1516
Pdgfb,18591,Pdgfb/71587782.html,1,71587782
Pdgfra,18595,Pdgfra/77280309.html,1,77280309
Pdha1,18597,Pdha1/323397.html,1,323397
Pdia5,72599,Pdia5/75042262.html,1,75042262
Pdxk,216134,Pdxk/788.html,1,788
Pdyn,18610,Pdyn/71717084.html,1,71717084
Pdzd2,68070,Pdzd2/74988286.html,1,74988286
Pdzd8,107368,Pdzd8/74047716.html,1,74047716
Pdzrn3,55983,Pdzrn3/71836787.html,1,71836787
Pea15,18611,Pea15/77414654.html,1,77414654
Pelo,105083,Pelo/789.html,1,789
Penk1,18619,Penk1/74881286.html,1,74881286
Per1,18626,Per1/791.html,1,791
Per2,18627,Per2/793.html,1,793
Per3,18628,Per3/75084530.html,1,75084530
Pex14,56273,Pex14/1397.html,1,1397
Pfdn4,109054,Pfdn4/74882686.html,1,74882686
Pfkfb2,18640,Pfkfb2/1399.html,1,1399
Pfkfb3,170768,Pfkfb3/74657950.html,1,74657950
Pfkm,18642,Pfkm/67870466.html,1,67870466
Pfkp,56421,Pfkp/79490112.html,1,79490112
Pfn2,18645,Pfn2/1261.html,1,1261
Pftk1,18647,Pftk1/71670684.html,1,71670684
Pgf,18654,Pgf/121099.html,1,121099
Pgm2l1,70974,Pgm2l1/70615597.html,1,70615597
Pgr15l,245526,Pgr15l/73615804.html,1,73615804
Pgrmc1,53328,Pgrmc1/2478.html,1,2478
Pgrmc2,70804,Pgrmc2/74882697.html,1,74882697
Phactr1,218194,Phactr1/71920511.html,1,71920511
Phactr2,215789,Phactr2/73521004.html,1,73521004
Phactr4,100169,Phactr4/71924214.html,1,71924214
Phf1,21652,Phf1/356287.html,1,356287
Phf6,70998,Phf6/72080044.html,1,72080044
Phldb2,208177,Phldb2/74512017.html,1,74512017
Phospho1,237928,Phospho1/71670685.html,1,71670685
Phox2b,18935,Phox2b/2480.html,1,2480
Phyh,16922,Phyh/74800914.html,1,74800914
Phyhip,105653,Phyhip/544328.html,1,544328
Pi4k2a,84095,Pi4k2a/74047913.html,1,74047913
Pias2,17344,Pias2/356088.html,1,356088
Pias4,59004,Pias4/77414895.html,1,77414895
Pib5pa,170835,Pib5pa/71670686.html,1,71670686
Pigp,56176,Pigp/2165.html,1,2165
Pigq,14755,Pigq/356489.html,1,356489
Pigt,78928,Pigt/1810.html,1,1810
Pigy,66459,Pigy/276271.html,1,276271
Pik3r3,18710,Pik3r3/74583163.html,1,74583163
Pim2,18715,Pim2/32583.html,1,32583
Pip5k1a,18720,Pip5k1a/77887888.html,1,77887888
Pip5k1c,18717,Pip5k1c/71836809.html,1,71836809
Pip5k2a,18718,Pip5k2a/75146004.html,1,75146004
Pip5k2c,117150,Pip5k2c/799.html,1,799
Pir,69656,Pir/67870113.html,1,67870113
Pitpnm2,19679,Pitpnm2/73997148.html,1,73997148
Pitx1,18740,Pitx1/199398.html,1,199398
Pkd2l1,329064,Pkd2l1/74881878.html,1,74881878
Pkig,18769,Pkig/2483.html,1,2483
Pknox1,18771,Pknox1/1401.html,1,1401
Pknox2,208076,Pknox2/76135815.html,1,76135815
Pkp2,67451,Pkp2/73997149.html,1,73997149
Pla2g12a,66350,Pla2g12a/1518.html,1,1518
Plagl1,22634,Plagl1/71249057.html,1,71249057
Plcb1,18795,Plcb1/75084969.html,1,75084969
Plcb4,18798,Plcb4/72008304.html,1,72008304
Plcd1,18799,Plcd1/1812.html,1,1812
Plcd3,72469,Plcd3/276272.html,1,276272
Plch1,269437,Plch1/71717604.html,1,71717604
Plcl1,227120,Plcl1/75081396.html,1,75081396
Plcl4,269615,Plcl4/74724786.html,1,74724786
Pld3,18807,Pld3/808.html,1,808
Plek,56193,Plek/75084080.html,1,75084080
Plekha5,109135,Plekha5/70743870.html,1,70743870
Plekhb1,27276,Plekhb1/71836842.html,1,71836842
Plekhg1,213783,Plekhg1/71670687.html,1,71670687
Plekhg5,269608,Plekhg5/74881855.html,1,74881855
Plekhh2,213556,Plekhh2/74581448.html,1,74581448
Plf,18811,Plf/75077152.html,1,75077152
Plg,18815,Plg/2485.html,1,2485
Plk2,20620,Plk2/74743272.html,1,74743272
Pllp,67801,Pllp/1880.html,1,1880
Pltp,18830,Pltp/74581394.html,1,74581394
Plxdc1,72324,Plxdc1/814.html,1,814
Plxdc2,67448,Plxdc2/74425563.html,1,74425563
Plxna2,18845,Plxna2/70431431.html,1,70431431
Plxna3,18846,Plxna3/1403.html,1,1403
Plxna4,243743,Plxna4/75084090.html,1,75084090
Plxnb3,140571,Plxnb3/1265.html,1,1265
Plxnd1,67784,Plxnd1/73521005.html,1,73521005
Pmaip1,58801,Pmaip1/823.html,1,823
Pmfbp1,56523,Pmfbp1/71717105.html,1,71717105
Pnck,93843,Pnck/827.html,1,827
Pnpo,103711,Pnpo/70743879.html,1,70743879
Pnrc1,108767,Pnrc1/2501.html,1,2501
Pnrc2,52830,Pnrc2/2491.html,1,2491
Podxl2,319655,Podxl2/74047921.html,1,74047921
Pofut2,80294,Pofut2/147.html,1,147
Pogk,71592,Pogk/71064277.html,1,71064277
Pogz,229584,Pogz/75651180.html,1,75651180
Pola1,18968,Pola1/75084100.html,1,75084100
Polk,27015,Polk/75077171.html,1,75077171
Polr1e,64424,Polr1e/75774108.html,1,75774108
Polr2e,66420,Polr2e/72339344.html,1,72339344
Pomp,66537,Pomp/75774685.html,1,75774685
Pon3,269823,Pon3/74357564.html,1,74357564
Pop4,66161,Pop4/357096.html,1,357096
Postn,50706,Postn/77371799.html,1,77371799
Pou2f1,18986,Pou2f1/1563.html,1,1563
Pou4f1,18996,Pou4f1/74641304.html,1,74641304
Pou6f1,19009,Pou6f1/74357559.html,1,74357559
Pou6f2,218030,Pou6f2/71249067.html,1,71249067
Ppap2a,19012,Ppap2a/830.html,1,830
Ppap2b,67916,Ppap2b/75749384.html,1,75749384
Ppapdc1a,381925,Ppapdc1a/74881927.html,1,74881927
Pparg,19016,Pparg/2495.html,1,2495
Ppfibp1,67533,Ppfibp1/74272480.html,1,74272480
Ppm1a,19042,Ppm1a/2497.html,1,2497
Ppm1g,14208,Ppm1g/2499.html,1,2499
Ppm1l,242083,Ppm1l/71924215.html,1,71924215
Ppm2c,381511,Ppm2c/74357581.html,1,74357581
Ppp1r1a,58200,Ppp1r1a/75773706.html,1,75773706
Ppp1r1b,19049,Ppp1r1b/73732146.html,1,73732146
Ppp1r3b,244416,Ppp1r3b/75084111.html,1,75084111
Ppp1r7,66385,Ppp1r7/832.html,1,832
Ppp1r9a,243725,Ppp1r9a/71064176.html,1,71064176
Ppp1r9b,217124,Ppp1r9b/74271623.html,1,74271623
Ppp2r2b,72930,Ppp2r2b/1655.html,1,1655
Ppp2r2c,269643,Ppp2r2c/74882698.html,1,74882698
Ppp2r3a,19054,Ppp2r3a/276265.html,1,276265
Ppp2r5b,225849,Ppp2r5b/74819327.html,1,74819327
Ppp3ca,19055,Ppp3ca/73817435.html,1,73817435
Ppp3r2,19059,Ppp3r2/75084112.html,1,75084112
Ppp4r2,232314,Ppp4r2/74511850.html,1,74511850
Pptc7,320717,Pptc7/74881503.html,1,74881503
Pqbp1,54633,Pqbp1/1520.html,1,1520
Pqlc1,66943,Pqlc1/70927829.html,1,70927829
Prcp,72461,Prcp/74819671.html,1,74819671
Prdx1,18477,Prdx1/836.html,1,836
Prdx3,11757,Prdx3/70743842.html,1,70743842
Prdx4,53381,Prdx4/74819229.html,1,74819229
Prdx5,54683,Prdx5/76115740.html,1,76115740
Prdx6-rs1,320769,Prdx6-rs1/74988306.html,1,74988306
Prkacb,18749,Prkacb/75043158.html,1,75043158
Prkag2,108099,Prkag2/29.html,1,29
Prkar1b,19085,Prkar1b/70616006.html,1,70616006
Prkar2b,19088,Prkar2b/74583119.html,1,74583119
Prkca,18750,Prkca/77869816.html,1,77869816
Prkcb1,18751,Prkcb1/72129247.html,1,72129247
Prkcc,18752,Prkcc/73521814.html,1,73521814
Prkcd,18753,Prkcd/70301274.html,1,70301274
Prkch,18755,Prkch/73520406.html,1,73520406
Prkdc,19090,Prkdc/74882717.html,1,74882717
Prkg1,19091,Prkg1/73521817.html,1,73521817
Prlhr,226278,Prlhr/74511758.html,1,74511758
Prlr,19116,Prlr/1268.html,1,1268
Prmt2,15468,Prmt2/577.html,1,577
Prnp,19122,Prnp/1405.html,1,1405
Prokr1,58182,Prokr1/74724728.html,1,74724728
Prokr2,246313,Prokr2/74511780.html,1,74511780
Prosapip1,241638,Prosapip1/71064051.html,1,71064051
Prosc,114863,Prosc/76115741.html,1,76115741
Prox1,19130,Prox1/73520980.html,1,73520980
Prph1,19132,Prph1/70232000.html,1,70232000
Prpsap2,212627,Prpsap2/293663.html,1,293663
Prrg2,65116,Prrg2/276063.html,1,276063
Prrt3,210673,Prrt3/72081547.html,1,72081547
Prss12,19142,Prss12/71836879.html,1,71836879
Prss23,76453,Prss23/70634118.html,1,70634118
Prss35,244954,Prss35/74511839.html,1,74511839
Psap,19156,Psap/846.html,1,846
Pscdbp,227929,Pscdbp/1270.html,1,1270
Psd,73728,Psd/72128746.html,1,72128746
Psg16,26436,Psg16/77887858.html,1,77887858
Psmc3,19182,Psmc3/73512199.html,1,73512199
Psmd11,69077,Psmd11/74743282.html,1,74743282
Psmd13,23997,Psmd13/74882718.html,1,74882718
Psmd4,19185,Psmd4/2503.html,1,2503
Psmd5,66998,Psmd5/75146002.html,1,75146002
Psme1,19186,Psme1/76115739.html,1,76115739
Psme2,19188,Psme2/74800893.html,1,74800893
Psrc1,56742,Psrc1/71015388.html,1,71015388
Pstpip1,19200,Pstpip1/71717135.html,1,71717135
Ptbp1,19205,Ptbp1/356857.html,1,356857
Ptcd1,71799,Ptcd1/74882764.html,1,74882764
Ptcd2,68927,Ptcd2/293037.html,1,293037
Ptdss1,19210,Ptdss1/74800904.html,1,74800904
Ptgds,19215,Ptgds/851.html,1,851
Ptger4,19219,Ptger4/1524.html,1,1524
Ptgfr,19220,Ptgfr/72283795.html,1,72283795
Pthlh,19227,Pthlh/73592531.html,1,73592531
Pthr1,19228,Pthr1/2505.html,1,2505
Ptk2,14083,Ptk2/75774672.html,1,75774672
Ptk2b,19229,Ptk2b/74357569.html,1,74357569
Ptk7,71461,Ptk7/74882765.html,1,74882765
Ptk9l,23999,Ptk9l/73732148.html,1,73732148
Ptn,19242,Ptn/77866882.html,1,77866882
Ptp4a1,19243,Ptp4a1/75079765.html,1,75079765
Ptpn18,19253,Ptpn18/2509.html,1,2509
Ptpn2,19255,Ptpn2/77413686.html,1,77413686
Ptpn4,19258,Ptpn4/74743283.html,1,74743283
Ptpn5,19259,Ptpn5/74743293.html,1,74743293
Ptprcap,19265,Ptprcap/121091.html,1,121091
Ptprd,19266,Ptprd/855.html,1,855
Ptprj,19271,Ptprj/73521803.html,1,73521803
Ptprk,19272,Ptprk/74743303.html,1,74743303
Ptprm,19274,Ptprm/864.html,1,864
Ptpro,19277,Ptpro/72340109.html,1,72340109
Ptprr,19279,Ptprr/74882784.html,1,74882784
Ptprs,19280,Ptprs/74882787.html,1,74882787
Ptprt,19281,Ptprt/72008491.html,1,72008491
Ptpru,19273,Ptpru/858.html,1,858
Ptprz1,19283,Ptprz1/77371825.html,1,77371825
Pttg1ip,108705,Pttg1ip/1956.html,1,1956
Purg,75029,Purg/74882788.html,1,74882788
Pvalb,19293,Pvalb/79556738.html,1,79556738
Pvr,52118,Pvr/79556654.html,1,79556654
Pvrl1,58235,Pvrl1/74363351.html,1,74363351
Pvrl4,71740,Pvrl4/2511.html,1,2511
Pwp2h,110816,Pwp2h/2513.html,1,2513
Pycrl,66194,Pycrl/2515.html,1,2515
Pygb,110078,Pygb/276075.html,1,276075
Qdpr,110391,Qdpr/75042261.html,1,75042261
R74862,97423,R74862/67936009.html,1,67936009
Rab1,19324,Rab1/878.html,1,878
Rab12,19328,Rab12/74988626.html,1,74988626
Rab37,58222,Rab37/73931643.html,1,73931643
Rab3b,69908,Rab3b/70436738.html,1,70436738
Rab3c,67295,Rab3c/73521805.html,1,73521805
Rab3ip,216363,Rab3ip/71717136.html,1,71717136
Rab6,19346,Rab6/74047909.html,1,74047909
Rab6ip1,19347,Rab6ip1/1526.html,1,1526
Rabep2,70314,Rabep2/1970.html,1,1970
Rad23b,19359,Rad23b/881.html,1,881
Rad51,19361,Rad51/293471.html,1,293471
Raf1,110157,Raf1/1816.html,1,1816
Rag1ap1,19729,Rag1ap1/67870478.html,1,67870478
Rai17,328365,Rai17/74988259.html,1,74988259
Ramp1,51801,Ramp1/1912.html,1,1912
Ranbp5,70572,Ranbp5/76115732.html,1,76115732
Rangap1,19387,Rangap1/2519.html,1,2519
Rap1b,215449,Rap1b/74819347.html,1,74819347
Rap2a,76108,Rap2a/71016692.html,1,71016692
Rap2b,74012,Rap2b/75934918.html,1,75934918
Rapgef4,56508,Rapgef4/74749895.html,1,74749895
Rapgef5,217944,Rapgef5/70301084.html,1,70301084
Rapgef6,192786,Rapgef6/75041528.html,1,75041528
Rara,19401,Rara/1528.html,1,1528
Rarb,218772,Rarb/75038442.html,1,75038442
Rarg,19411,Rarg/130913.html,1,130913
Rarres1,109222,Rarres1/75084131.html,1,75084131
Rarres2,71660,Rarres2/75077281.html,1,75077281
Rasa4,54153,Rasa4/74425552.html,1,74425552
Rasal1,19415,Rasal1/75774111.html,1,75774111
Rasal2,226525,Rasal2/71670719.html,1,71670719
Rasd1,19416,Rasd1/2521.html,1,2521
Rasd2,75141,Rasd2/73636089.html,1,73636089
Rasgef1b,320292,Rasgef1b/71358553.html,1,71358553
Rasgrf1,19417,Rasgrf1/1274.html,1,1274
Rasgrf2,19418,Rasgrf2/73992916.html,1,73992916
Rasgrp1,19419,Rasgrp1/76115742.html,1,76115742
Rasgrp2,19395,Rasgrp2/76115743.html,1,76115743
Rasgrp4,233046,Rasgrp4/76135807.html,1,76135807
Rasl11a,68895,Rasl11a/75988636.html,1,75988636
Rassf3,192678,Rassf3/71836799.html,1,71836799
Rassf6,73246,Rassf6/75041561.html,1,75041561
Rassf8,71323,Rassf8/71249739.html,1,71249739
Rax,19434,Rax/1820.html,1,1820
Rb1cc1,12421,Rb1cc1/75043159.html,1,75043159
Rbbp6,19647,Rbbp6/170.html,1,170
Rbed1,232089,Rbed1/75042257.html,1,75042257
Rbm18,67889,Rbm18/356083.html,1,356083
Rbm38,56190,Rbm38/2535.html,1,2535
Rbm4,19653,Rbm4/888.html,1,888
Rbp4,19662,Rbp4/71016583.html,1,71016583
Rbpms2,71973,Rbpms2/73512496.html,1,73512496
Rcn2,26611,Rcn2/73997151.html,1,73997151
Rcor1,217864,Rcor1/74819517.html,1,74819517
Rcsd1,226594,Rcsd1/75934525.html,1,75934525
Rdh14,105014,Rdh14/75043157.html,1,75043157
Rdh5,19682,Rdh5/75042255.html,1,75042255
Rec8L1,56739,Rec8L1/77278975.html,1,77278975
Recql4,79456,Recql4/75084132.html,1,75084132
Recql5,170472,Recql5/75079799.html,1,75079799
Rela,19697,Rela/2523.html,1,2523
Relb,19698,Relb/2525.html,1,2525
Rer1,67830,Rer1/323586.html,1,323586
Resp18,19711,Resp18/71015810.html,1,71015810
Rfk,54391,Rfk/71064080.html,1,71064080
Rfrp,60531,Rfrp/74882808.html,1,74882808
Rfx3,19726,Rfx3/70634235.html,1,70634235
Rfx4,71137,Rfx4/71249068.html,1,71249068
Rfxdc2,319758,Rfxdc2/1998.html,1,1998
Rgs12,71729,Rgs12/70613990.html,1,70613990
Rgs14,51791,Rgs14/2529.html,1,2529
Rgs19,56470,Rgs19/1530.html,1,1530
Rgs2,19735,Rgs2/73635771.html,1,73635771
Rgs20,58175,Rgs20/73817437.html,1,73817437
Rgs3,50780,Rgs3/1822.html,1,1822
Rgs4,19736,Rgs4/74511884.html,1,74511884
Rgs5,19737,Rgs5/74357571.html,1,74357571
Rgs6,50779,Rgs6/74272893.html,1,74272893
Rgs9,19739,Rgs9/73521819.html,1,73521819
Rhbdf1,13650,Rhbdf1/2533.html,1,2533
Ric8b,237422,Ric8b/70301277.html,1,70301277
Rims3,242662,Rims3/74512027.html,1,74512027
Rin1,225870,Rin1/67870468.html,1,67870468
Rkhd1,237400,Rkhd1/75041562.html,1,75041562
Rnaseh2c,68209,Rnaseh2c/67870083.html,1,67870083
Rnasel,24014,Rnasel/73817438.html,1,73817438
Rnd2,11858,Rnd2/73512201.html,1,73512201
Rnf10,50849,Rnf10/67936005.html,1,67936005
Rnf122,68867,Rnf122/275875.html,1,275875
Rnf128,66889,Rnf128/1914.html,1,1914
Rnf13,24017,Rnf13/72109423.html,1,72109423
Rnf32,56874,Rnf32/75080209.html,1,75080209
Robo1,19876,Robo1/73521820.html,1,73521820
Robo2,268902,Robo2/75080998.html,1,75080998
Rock2,19878,Rock2/75988621.html,1,75988621
Rora,19883,Rora/77371865.html,1,77371865
Rorb,225998,Rorb/79556597.html,1,79556597
Rorc,19885,Rorc/67855412.html,1,67855412
Rpgr,19893,Rpgr/67936211.html,1,67936211
Rph3a,19894,Rph3a/71587899.html,1,71587899
Rpl11,67025,Rpl11/276067.html,1,276067
Rpl23,65019,Rpl23/74819237.html,1,74819237
Rpl32,19951,Rpl32/75934920.html,1,75934920
Rpl8,26961,Rpl8/74749928.html,1,74749928
Rpn1,103963,Rpn1/75774675.html,1,75774675
Rprm,67874,Rprm/71836875.html,1,71836875
Rps15,20054,Rps15/75774687.html,1,75774687
Rps15a,267019,Rps15a/74357560.html,1,74357560
Rps19,20085,Rps19/72081492.html,1,72081492
Rps21,66481,Rps21/74425523.html,1,74425523
Rps5,20103,Rps5/77868800.html,1,77868800
Rps6ka2,20112,Rps6ka2/70301276.html,1,70301276
Rps6ka3,110651,Rps6ka3/71670727.html,1,71670727
Rps6ka5,73086,Rps6ka5/1976.html,1,1976
Rrad,56437,Rrad/75080239.html,1,75080239
Rragd,52187,Rragd/73929582.html,1,73929582
Rreb1,68750,Rreb1/72340134.html,1,72340134
Rrm2,20135,Rrm2/74272039.html,1,74272039
Rspo2,239405,Rspo2/71016632.html,1,71016632
Rtl1,353326,Rtl1/74988325.html,1,74988325
Rtn1,104001,Rtn1/70928293.html,1,70928293
Rtn4rl1,237847,Rtn4rl1/1826.html,1,1826
Rtn4rl2,269295,Rtn4rl2/74581375.html,1,74581375
Rufy4,435626,Rufy4/75041573.html,1,75041573
Rwdd2,69519,Rwdd2/74511895.html,1,74511895
Rxfp1,381489,Rxfp1/70562124.html,1,70562124
Rxfp3,239336,Rxfp3/71358555.html,1,71358555
Rxrb,20182,Rxrb/1916.html,1,1916
Rxrg,20183,Rxrg/917.html,1,917
Ryk,20187,Ryk/2541.html,1,2541
Ryr1,20190,Ryr1/71247657.html,1,71247657
S100a16,67860,S100a16/77371787.html,1,77371787
S100a6,20200,S100a6/77278967.html,1,77278967
S100b,20203,S100b/79591593.html,1,79591593
S100pbp,74648,S100pbp/74819247.html,1,74819247
Samd11,231004,Samd11/70928360.html,1,70928360
Samsn1,67742,Samsn1/925.html,1,925
Sap30l,50724,Sap30l/73907495.html,1,73907495
Sash1,70097,Sash1/71924225.html,1,71924225
Satb1,20230,Satb1/79488931.html,1,79488931
Satb2,212712,Satb2/73992708.html,1,73992708
Sbk1,104175,Sbk1/71836807.html,1,71836807
Sbno1,243272,Sbno1/930.html,1,930
Sc5d,235293,Sc5d/227160.html,1,227160
Scara3,219151,Scara3/75042270.html,1,75042270
Scarb1,20778,Scarb1/2551.html,1,2551
Scarb2,12492,Scarb2/72081482.html,1,72081482
Sccpdh,109232,Sccpdh/73635772.html,1,73635772
Scd1,20249,Scd1/71836746.html,1,71836746
Scd2,20250,Scd2/74819250.html,1,74819250
Scd3,30049,Scd3/74882915.html,1,74882915
Scg2,20254,Scg2/934.html,1,934
Scg3,20255,Scg3/73718057.html,1,73718057
Scg5,20394,Scg5/75773511.html,1,75773511
Schip1,30953,Schip1/72077455.html,1,72077455
Scml2,107815,Scml2/73992917.html,1,73992917
Scml4,268297,Scml4/75147763.html,1,75147763
Scn1a,20265,Scn1a/77340528.html,1,77340528
Scn3b,235281,Scn3b/71064082.html,1,71064082
Scnn1a,20276,Scnn1a/70562125.html,1,70562125
Scnn1g,20278,Scnn1g/1918.html,1,1918
Scrg1,20284,Scrg1/71924331.html,1,71924331
Scrn1,69938,Scrn1/74357551.html,1,74357551
Scrt1,170729,Scrt1/73636035.html,1,73636035
Scube1,64706,Scube1/74272894.html,1,74272894
Scube2,56788,Scube2/71924235.html,1,71924235
Scube3,268935,Scube3/74988656.html,1,74988656
Sdc2,15529,Sdc2/72080155.html,1,72080155
Sdc3,20970,Sdc3/71358662.html,1,71358662
Sdcbp,53378,Sdcbp/70744518.html,1,70744518
Sdhb,67680,Sdhb/74658140.html,1,74658140
Sdk2,237979,Sdk2/77332746.html,1,77332746
Sec14l1,74136,Sec14l1/74988453.html,1,74988453
Sec61a2,57743,Sec61a2/356853.html,1,356853
Selk,80795,Selk/74800903.html,1,74800903
Selpl,20345,Selpl/74988637.html,1,74988637
Sema3a,20346,Sema3a/937.html,1,937
Sema3c,20348,Sema3c/939.html,1,939
Sema3d,108151,Sema3d/74581376.html,1,74581376
Sema3e,20349,Sema3e/70436736.html,1,70436736
Sema3f,20350,Sema3f/72007563.html,1,72007563
Sema4a,20351,Sema4a/942.html,1,942
Sema4d,20354,Sema4d/945.html,1,945
Sema6a,20358,Sema6a/71358651.html,1,71358651
Sema6c,20360,Sema6c/75080151.html,1,75080151
Sema6d,214968,Sema6d/74750032.html,1,74750032
Sema7a,20361,Sema7a/955.html,1,955
Senp2,75826,Senp2/276274.html,1,276274
7-Sep,235072,Sept7/961.html,1,Sep-61
Serinc5,218442,Serinc5/77278973.html,1,77278973
Serpina3c,16625,Serpina3c/74511905.html,1,74511905
Serpina3n,20716,Serpina3n/75043155.html,1,75043155
Serpina9,71907,Serpina9/71670728.html,1,71670728
Serpinb1b,282663,Serpinb1b/544327.html,1,544327
Serpinb2,18788,Serpinb2/75084144.html,1,75084144
Serpinb6a,20719,Serpinb6a/74425564.html,1,74425564
Serpinb8,20725,Serpinb8/293668.html,1,293668
Serpinf1,20317,Serpinf1/2559.html,1,2559
Serpini1,20713,Serpini1/963.html,1,963
Sertad4,214791,Sertad4/71920519.html,1,71920519
Sesn1,140742,Sesn1/70231304.html,1,70231304
Setbp1,240427,Setbp1/1532.html,1,1532
Setd3,52690,Setd3/74047910.html,1,74047910
Setd5,72895,Setd5/37.html,1,37
Setd6,66083,Setd6/73925725.html,1,73925725
Setd7,73251,Setd7/71016630.html,1,71016630
Sez6,20370,Sez6/71063725.html,1,71063725
Sez6l2,233878,Sez6l2/1407.html,1,1407
Sf3a2,20222,Sf3a2/74882916.html,1,74882916
Sf3b2,319322,Sf3b2/74988735.html,1,74988735
Sfn,55948,Sfn/2561.html,1,2561
Sfpi1,20375,Sfpi1/227535.html,1,227535
Sfrp1,20377,Sfrp1/2563.html,1,2563
Sfrp2,20319,Sfrp2/1830.html,1,1830
Sgcd,24052,Sgcd/71717142.html,1,71717142
Sgcg,24053,Sgcg/74749941.html,1,74749941
Sgcz,244431,Sgcz/74749942.html,1,74749942
Sgpp2,433323,Sgpp2/70301275.html,1,70301275
Sgtb,218544,Sgtb/71924341.html,1,71924341
Sh2b3,16923,Sh2b3/1633.html,1,1633
Sh3bgr,50795,Sh3bgr/1416.html,1,1416
Sh3bgrl2,212531,Sh3bgrl2/71717686.html,1,71717686
Sh3bp4,98402,Sh3bp4/75774110.html,1,75774110
Sh3gl2,20404,Sh3gl2/74581397.html,1,74581397
Sh3px3,235406,Sh3px3/74882525.html,1,74882525
Sh3rf1,59009,Sh3rf1/74581451.html,1,74581451
Sh3rf2,269016,Sh3rf2/71670729.html,1,71670729
Shb,230126,Shb/71670695.html,1,71670695
Shh,20423,Shh/1418.html,1,1418
Shoc2,56392,Shoc2/73519850.html,1,73519850
Shroom1,71774,Shroom1/1315.html,1,1315
Siae,22619,Siae/324008.html,1,324008
Siglece,83382,Siglece/1832.html,1,1832
Siglech,233274,Siglech/77332094.html,1,77332094
Sim1,20464,Sim1/72338698.html,1,72338698
Sipa1l1,217692,Sipa1l1/74511986.html,1,74511986
Sirpa,19261,Sirpa/73512197.html,1,73512197
Sirt2,64383,Sirt2/75651224.html,1,75651224
Six1,20471,Six1/1834.html,1,1834
Slc10a4,231290,Slc10a4/71670742.html,1,71670742
Slc11a2,18174,Slc11a2/2571.html,1,2571
Slc12a2,20496,Slc12a2/74882926.html,1,74882926
Slc12a8,171286,Slc12a8/1836.html,1,1836
Slc16a2,20502,Slc16a2/73929597.html,1,73929597
Slc16a3,80879,Slc16a3/72080085.html,1,72080085
Slc16a6,104681,Slc16a6/2581.html,1,2581
Slc17a6,140919,Slc17a6/73818754.html,1,73818754
Slc17a7,72961,Slc17a7/70436317.html,1,70436317
Slc17a8,216227,Slc17a8/71587918.html,1,71587918
Slc18a1,110877,Slc18a1/2583.html,1,2583
Slc18a2,214084,Slc18a2/79591703.html,1,79591703
Slc18a3,20508,Slc18a3/73521822.html,1,73521822
Slc19a1,20509,Slc19a1/1282.html,1,1282
Slc19a2,116914,Slc19a2/2585.html,1,2585
Slc1a1,20510,Slc1a1/71836888.html,1,71836888
Slc1a2,20511,Slc1a2/73521823.html,1,73521823
Slc20a1,20515,Slc20a1/1571.html,1,1571
Slc20a2,20516,Slc20a2/70231308.html,1,70231308
Slc22a13,102570,Slc22a13/1663.html,1,1663
Slc22a3,20519,Slc22a3/73931644.html,1,73931644
Slc22a7,108114,Slc22a7/227162.html,1,227162
Slc22a8,19879,Slc22a8/74657924.html,1,74657924
Slc24a2,76376,Slc24a2/71924238.html,1,71924238
Slc24a3,94249,Slc24a3/70927810.html,1,70927810
Slc25a1,13358,Slc25a1/2587.html,1,2587
Slc25a27,74011,Slc25a27/74988334.html,1,74988334
Slc27a1,26457,Slc27a1/75651228.html,1,75651228
Slc27a4,26569,Slc27a4/1920.html,1,1920
Slc28a3,114304,Slc28a3/70927425.html,1,70927425
Slc29a4,243328,Slc29a4/67862430.html,1,67862430
Slc2a1,20525,Slc2a1/74882936.html,1,74882936
Slc2a12,353169,Slc2a12/74581449.html,1,74581449
Slc2a3,20527,Slc2a3/1840.html,1,1840
Slc2a4,20528,Slc2a4/2599.html,1,2599
Slc2a6,227659,Slc2a6/71670696.html,1,71670696
Slc30a3,22784,Slc30a3/73788094.html,1,73788094
Slc31a1,20529,Slc31a1/2603.html,1,2603
Slc34a1,20505,Slc34a1/1842.html,1,1842
Slc35a1,24060,Slc35a1/2605.html,1,2605
Slc35a3,229782,Slc35a3/2609.html,1,2609
Slc35a4,67843,Slc35a4/2611.html,1,2611
Slc35b1,110172,Slc35b1/70928159.html,1,70928159
Slc35b2,73836,Slc35b2/2613.html,1,2613
Slc35b4,58246,Slc35b4/75774107.html,1,75774107
Slc35c2,228875,Slc35c2/2615.html,1,2615
